fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-12-31,USD,882386000,1774000000,891614000,891614000,554559000,214500000,113314000,327827000,None,None,None,44134000,None,None,None,44475000,594554000,80431000,None,None,None,554559000,599034000,514123000
2007-12-31,USD,1463255000,3180319000,1717064000,1717064000,907351000,396500000,159406000,555904000,None,None,None,207000,None,None,None,64037000,978273000,123262000,None,None,None,978480000,1042517000,855011000
2008-12-31,USD,1553515000,3494077000,1940562000,1940562000,862017000,485400000,206109000,691498000,None,None,None,607000,None,None,None,78417000,914366000,181518000,None,None,None,914973000,993390000,732848000
2009-12-31,USD,1444111000,2946440000,1502329000,1502329000,786010000,264202000,238378000,658101000,None,None,None,23519000,None,22641000,None,96486000,808651000,104701000,None,703950000,None,808651000,905137000,703950000
2010-12-31,USD,1346374000,2689911000,1343537000,1343537000,636676000,287824000,277261000,709698000,None,None,None,1246000,None,-58158000,None,94651000,577272000,-7331000,None,584603000,None,577272000,671923000,584603000
2011-12-31,USD,1338592000,2758569000,1419977000,1419977000,553767000,341217000,298584000,784825000,None,None,None,32812000,None,30394000,None,94535000,584161000,63265000,None,520896000,None,553767000,648302000,520896000
2012-12-31,USD,1438480000,2715675000,1277195000,1277195000,604160000,369790000,325773000,834320000,None,None,None,35108000,None,20368000,None,90467000,624528000,82125000,None,542403000,None,604160000,694627000,542403000
2013-12-31,USD,1407300000,2631851000,1224551000,1224551000,574032000,355440000,364923000,833268000,None,None,None,35271000,None,79526000,None,78804000,653558000,41146000,None,612412000,None,574032000,652836000,612412000
2014-12-31,USD,1604412000,2870658000,1266246000,1266246000,690626000,372032000,395121000,913786000,None,None,None,35584000,None,33119000,None,77015000,723745000,359534000,None,364211000,None,690626000,767641000,364211000
2015-12-31,USD,1538704000,2820270000,1281566000,1281566000,549581000,394914000,427043000,989123000,None,None,6188000,29653000,None,17606000,None,78360000,567187000,110960000,None,456227000,None,549581000,627941000,456227000
2016-12-31,USD,1679570000,3018665000,1339095000,1339095000,623909000,410558000,467960000,1055661000,None,33406000,33406000,33406000,None,5761000,None,86340000,629670000,118856000,None,510814000,None,632864000,719204000,510814000
2017-12-31,USD,1783164000,3087004000,1303840000,1303840000,668860000,437977000,511634000,1114304000,None,36925000,36925000,36925000,None,13434000,None,86252000,682294000,-12661000,None,694955000,None,683637000,769889000,694955000
2018-12-31,USD,1979719000,3347444000,1367725000,1367725000,778343000,478177000,567805000,1201376000,None,47147000,47147000,47147000,None,44904000,None,96194000,823247000,129167000,None,694080000,None,778343000,874537000,694080000
2019-12-31,USD,2233976000,3757505000,1523529000,1523529000,945586000,518568000,605366000,1288390000,None,52817000,52817000,24837000,None,41636000,None,106175000,987222000,34736000,None,952486000,None,945586000,1051761000,952486000
2020-12-31,USD,2481336000,4186573000,1705237000,1705237000,1054240000,570245000,705685000,1427096000,None,37002000,37002000,51995000,None,49170000,None,126715000,1103410000,111086000,None,992324000,None,1054240000,1180955000,992324000
2021-12-31,USD,2890459000,4982795000,2092336000,2092336000,1218620000,659986000,840024000,1671839000,None,28573000,28573000,57087000,None,-11824000,None,154818000,1206796000,124596000,None,1082200000,None,1218620000,1373438000,1082200000
2022-12-31,USD,2806775000,4860286000,2053511000,2053511000,1027845000,775963000,834927000,1778930000,None,40826000,40826000,40826000,None,37129000,None,163853000,1064974000,91389000,None,973585000,None,1027845000,1191698000,973585000
2023-12-31,USD,3004955000,5228252000,2223297000,2223297000,1092160000,834990000,904696000,1912795000,None,77302000,77302000,None,None,None,None,177572000,1200356000,-89280000,None,1289636000,None,1092160000,1269732000,1289636000
2024-12-31,USD,3696555000,6296903000,2600348000,2600348000,1593994000,917375000,993601000,2102561000,None,113520000,113520000,None,None,None,None,179735000,1695401000,283965000,None,1411436000,None,1593994000,1773729000,1411436000
2025-12-31,USD,4256303000,7245519000,2989216000,2989216000,1876076000,1253996000,1126231000,2380227000,None,128874000,128874000,None,None,None,None,188759000,2014535000,350648000,None,1663887000,None,1876076000,2064835000,1663887000
