fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,361855000,None,None,None,None,44475000,96021000,None,-92708000,None,-226385000,-132650000,None,None,None,None,107923000,107923000,None,None,None,None,-50450000,None,-4129000,None,None,514123000
2007-12-31,USD,682088000,None,None,None,None,64037000,159696000,None,-224180000,None,-175696000,-136116000,None,None,None,None,162530000,162530000,None,None,None,None,-7780000,None,11913000,None,None,855011000
2008-12-31,USD,862164000,None,None,None,None,78417000,126594000,None,83035000,None,-56349000,-808051000,None,None,None,None,150251000,150251000,None,None,None,None,-671847000,None,38872000,None,None,732848000
2009-12-31,USD,1094456000,None,None,None,None,96486000,56772000,-131978000,61189000,None,-547869000,-161243000,None,None,None,None,149846000,149846000,None,None,None,None,-20258000,None,43616000,395246000,9902000,703950000
2010-12-31,USD,770637000,None,None,None,None,94651000,35976000,129698000,-77122000,None,-72869000,-510821000,None,None,None,None,298853000,298853000,None,None,None,None,-225928000,None,40332000,169355000,-17592000,584603000
2011-12-31,USD,822334000,None,None,None,None,94535000,41172000,169543000,-6385000,None,-488198000,-307413000,None,None,None,None,310763000,310763000,None,None,None,None,-22300000,None,40212000,26224000,-499000,520896000
2012-12-31,USD,684745000,None,None,None,None,90467000,45228000,9077000,3997000,None,-496228000,-249849000,None,None,None,None,253386000,253386000,None,None,None,None,-18745000,None,29274000,-55980000,5352000,542403000
2013-12-31,USD,630084000,None,None,None,None,78804000,57205000,38589000,-17593000,None,-274442000,-406838000,None,None,None,None,351707000,351707000,None,None,None,None,-58422000,None,22592000,-52031000,-835000,612412000
2014-12-31,USD,522711000,None,None,None,None,77015000,78059000,-27398000,-76491000,None,131332000,-599622000,None,None,None,None,360075000,360075000,None,None,None,None,-260216000,None,24293000,17119000,-37302000,364211000
2015-12-31,USD,280467000,None,None,None,None,78360000,84481000,22473000,-121718000,None,-111979000,-500092000,None,None,None,None,378117000,378117000,None,None,None,None,-136999000,None,26290000,-363198000,-31594000,456227000
2016-12-31,USD,705682000,None,None,None,None,86340000,96675000,9000000,-2455000,None,-121537000,-561676000,None,None,None,None,481452000,481452000,None,None,None,None,-100564000,None,41250000,13813000,-8656000,510814000
2017-12-31,USD,660842000,None,None,None,None,86252000,151928000,-40088000,-38575000,None,-194536000,-448412000,None,None,None,None,382976000,382976000,None,None,None,None,-87296000,None,44735000,44605000,26711000,694955000
2018-12-31,USD,919520000,None,None,None,None,96194000,160355000,5167000,-82316000,None,-307503000,-286161000,None,None,None,None,296148000,296148000,None,None,None,None,-16655000,None,56391000,310046000,-15810000,694080000
2019-12-31,USD,698549000,None,None,None,None,106175000,120408000,-123401000,-170169000,None,-450746000,-416028000,None,None,None,None,417264000,417264000,None,None,None,None,-25886000,None,63400000,-174167000,-5942000,952486000
2020-12-31,USD,1135267000,None,None,None,None,126715000,187466000,-108859000,28726000,None,-260524000,-461760000,None,None,None,None,450631000,450631000,None,None,None,None,-26330000,None,80885000,431110000,18127000,992324000
2021-12-31,USD,1012427000,None,None,None,None,154818000,309587000,-19106000,-476454000,None,-475369000,-486709000,None,None,None,None,491457000,491457000,None,None,None,None,-30985000,None,92522000,40095000,-10254000,1082200000
2022-12-31,USD,788259000,None,None,None,None,163853000,246193000,167336000,-363327000,None,-145124000,-840617000,None,None,None,None,679096000,679096000,None,None,None,None,-201012000,None,76801000,-197482000,None,973585000
2023-12-31,USD,1376265000,None,None,None,None,177572000,195028000,None,244506000,None,None,-636509000,None,None,None,None,558769000,558769000,None,None,None,None,-98988000,None,101422000,None,None,1289636000
2024-12-31,USD,1432471000,None,None,None,None,179735000,193571000,None,-178815000,None,-393333000,-626857000,None,None,None,None,572355000,572355000,None,None,None,None,-62348000,None,137162000,None,None,1411436000
2025-12-31,USD,1633359000,None,None,None,None,188759000,270446000,None,-218063000,None,-645235000,-844081000,None,None,None,None,663885000,663885000,None,None,None,None,-238205000,None,166003000,None,None,1663887000
