fiscalDateEnding,reportedEPS
1996-03-31,0.44
1997-03-31,1.39
1998-03-31,1.41
1999-03-31,1.89
2000-03-31,1.66
2001-03-31,1.07
2002-03-31,-9.363
2003-03-31,-0.4106
2004-03-31,0.082
2005-03-31,0.9
2006-03-31,1.77
2007-03-31,1.83
2008-03-31,2.01
2009-03-31,1.7
2010-03-31,0.34
2011-03-31,0.52
2012-03-31,1.29
2013-03-31,1.71
2014-03-31,1.54
2015-03-31,1.71
2016-03-31,1.45
2017-03-31,1.32
2018-03-31,2.01
2019-03-31,2.74
2020-03-31,2.77
2021-03-31,1.17
2022-03-31,2.82
2023-03-31,2.94
2024-03-31,2.87
2025-03-31,2.48
2026-03-31,1.74
