fiscalDateEnding,reportedEPS
1996-12-31,1.7
1997-12-31,1.75
1998-12-31,0.365
1999-12-31,1.09
2000-12-31,3.75
2001-12-31,3.13
2002-12-31,1.49
2003-12-31,3.36
2004-12-31,5.8
2005-12-31,9.64
2006-12-31,9.95
2007-12-31,9.15
2008-12-31,10.62
2009-12-31,3.63
2010-12-31,5.96
2011-12-31,8.77
2012-12-31,6.11
2013-12-31,5.7
2014-12-31,5.31
2015-12-31,-1.39
2016-12-31,-2.66
2017-12-31,0.61
2018-12-31,4.54
2019-12-31,3.59
2020-12-31,-0.97
2021-12-31,6
2022-12-31,13.49
2023-12-31,8.78
2024-12-31,7.77
2025-12-31,6.14
2026-03-31,1.89
