fiscalDateEnding,reportedEPS
1996-12-31,1.56
1997-12-31,1.91
1998-12-31,2.06
1999-12-31,2.2
2000-12-31,0.49
2001-12-31,0.83
2002-12-31,1.57
2003-12-31,0.69
2004-12-31,1.8
2005-12-31,1.99
2006-12-31,2.17
2007-12-31,3.04
2008-12-31,2.75
2009-12-31,1.64
2010-12-31,1.7
2011-12-31,1.66
2012-12-31,2.08
2013-12-31,2.27
2014-12-31,1.56
2015-12-31,1.6
2016-12-31,2.19
2017-12-31,2.99
2018-12-31,3.35
2019-12-31,3.86
2020-12-31,3.53
2021-12-31,4.82
2022-12-31,5.88
2023-12-31,7.02
2024-12-31,6.82
2025-12-31,7.6
2026-03-31,0
