fiscalDateEnding,reportedEPS
1996-12-31,1.22
1997-12-31,1.78
1998-12-31,1.35
1999-12-31,1.49
2000-12-31,1.63
2001-12-31,0.83
2002-12-31,1.11
2003-12-31,1.36
2004-12-31,2.1
2005-12-31,2.71
2006-12-31,3.2
2007-12-31,3.36
2008-12-31,3.41
2009-12-31,1.3
2010-12-31,2.81
2011-12-31,3.97
2012-12-31,3.96
2013-12-31,4.13
2014-12-31,4.68
2015-12-31,4.31
2016-12-31,4.22
2017-12-31,4.65
2018-12-31,5.38
2019-12-31,5.68
2020-12-31,4.25
2021-12-31,6.63
2022-12-31,7.57
2023-12-31,9.11
2024-12-31,10.8
2025-12-31,12.07
2026-03-31,0
