fiscalDateEnding,reportedEPS
1998-12-31,0.88
1999-12-31,1.66
2000-12-31,1.89
2001-12-31,1.53
2002-12-31,1.11
2003-12-31,0.73
2004-12-31,1.17
2005-12-31,1.78
2006-12-31,2.34
2007-12-31,2.68
2008-12-31,2.59
2009-12-31,-0.72
2010-12-31,0.24
2011-12-31,1.82
2012-12-31,3.64
2013-12-31,4.92
2014-12-31,6.94
2015-12-31,8.05
2016-12-31,8.71
2017-12-31,10.59
2018-12-31,16.31
2019-12-31,19.61
2020-12-31,17.47
2021-12-31,22.08
2022-12-31,32.6
2023-12-31,40.82
2024-12-31,43.24
2025-12-31,42.12
2026-03-31,9.71
