fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2013-06-30,2013-09-30,6.0724,0,6.0724,None,pre-market
2013-09-30,2013-12-31,5.4069,0,5.4069,None,pre-market
2013-12-31,2014-03-31,5.7,0,5.7,None,pre-market
2014-03-31,2014-06-30,6.3,0,6.3,None,pre-market
2014-06-30,2014-09-30,4.8,0,4.8,None,pre-market
2014-09-30,2014-10-23,-54.4645,0,-54.4645,None,post-market
2014-12-31,2015-02-19,-0.2,0.65,-0.85,-130.7692,post-market
2015-03-31,2015-04-30,-2.5,-2.8,0.3,10.7143,post-market
2015-06-30,2015-08-06,-1.3,-1.8,0.5,27.7778,post-market
2015-09-30,2015-11-05,-2.2,-2.81,0.61,21.7082,post-market
2015-12-31,2016-02-29,-2,-2.4,0.4,16.6667,post-market
2016-03-31,2016-05-05,-2.6,-3.1,0.5,16.129,post-market
2016-06-30,2016-08-04,-1.8,-1.49,-0.31,-20.8054,pre-market
2016-09-30,2016-11-03,-1.75,-1.55,-0.2,-12.9032,post-market
2016-12-31,2017-02-16,-1.76,-1.64,-0.12,-7.3171,post-market
2017-03-31,2017-05-04,-1.02,-1.25,0.23,18.4,post-market
2017-06-30,2017-08-03,-1.83,-1.72,-0.11,-6.3953,post-market
2017-09-30,2017-11-06,-1.22,-1.59,0.37,23.2704,post-market
2017-12-31,2018-02-26,-0.33,-0.57,0.24,42.1053,post-market
2018-03-31,2018-05-03,0.18,-0.77,0.95,123.3766,post-market
2018-06-30,2018-08-02,-0.29,-0.36,0.07,19.4444,post-market
2018-09-30,2018-11-01,0.81,0.36,0.45,125,post-market
2018-12-31,2019-02-27,0.53,-0.02,0.55,2750,post-market
2019-03-31,2019-05-02,0.63,-0.43,1.06,246.5116,post-market
2019-06-30,2019-08-01,-0.29,0.2,-0.49,-245,post-market
2019-09-30,2019-10-31,0.35,-0.32,0.67,209.375,post-market
2019-12-31,2020-02-26,0.73,0.37,0.36,97.2973,post-market
2020-03-31,2020-06-25,-0.16,-1.71,1.55,90.6433,post-market
2020-06-30,2020-08-06,-4.08,-4.5,0.42,9.3333,pre-market
2020-09-30,2020-11-05,-4.08,0,-4.08,None,post-market
2020-12-31,2021-03-11,0.13,-2.51,2.64,105.1793,post-market
2021-03-31,2021-05-13,1.22,1.22,0,0,pre-market
2021-06-30,2021-08-05,0.94,0.83,0.11,13.253,post-market
2021-09-30,2021-11-11,1.83,0.7,1.13,161.4286,pre-market
2021-12-31,2022-01-11,2.13,2.21,-0.08,-3.6199,pre-market
2022-03-31,2022-05-05,1.13,1.26,-0.13,-10.3175,pre-market
2022-06-30,2022-08-03,1.13,1.98,-0.85,-42.9293,post-market
2022-09-30,2022-11-03,1.45,1.41,0.04,2.8369,pre-market
2022-12-31,2023-02-24,1.24,1.55,-0.31,-20,pre-market
2023-03-31,2023-05-01,2.63,1.96,0.67,34.1837,post-market
2023-06-30,2023-07-31,0.53,0.71,-0.18,-25.3521,post-market
2023-09-30,2023-11-01,1.02,0.81,0.21,25.9259,post-market
2023-12-31,2024-02-27,0.93,0.91,0.02,2.1978,post-market
2024-03-31,2024-05-07,0.75,0.63,0.12,19.0476,post-market
2024-06-30,2024-08-06,0.6,0.78,-0.18,-23.0769,post-market
2024-09-30,2024-11-05,1.5,1.34,0.16,11.9403,post-market
2024-12-31,2025-02-25,0.91,0.968,-0.058,-5.9917,post-market
2025-03-31,2025-05-02,1.07,0.7717,0.2983,38.6549,post-market
2025-06-30,2025-08-06,1.92,0.9049,1.0151,112.1781,pre-market
2025-09-30,2025-11-04,1.46,1.29,0.17,13.1783,pre-market
2025-12-31,2026-03-02,0.47,0.5842,-0.1142,-19.5481,pre-market
