fiscalDateEnding,reportedEPS
1996-12-31,0.02
1997-12-31,0.04
1998-12-31,-0.19
1999-12-31,-0.62
2000-12-31,0.33
2001-12-31,0.7182
2002-12-31,1.12
2003-12-31,0.88
2004-12-31,0.92
2005-12-31,1.82
2006-12-31,2.39
2007-12-31,2.78
2008-12-31,3.36
2009-12-31,2.09
2010-12-31,4
2011-12-31,4.3
2012-12-31,3.62
2013-12-31,1.9
2014-12-31,1.6
2015-12-31,1.01
2016-12-31,2.33
2017-12-31,3.06
2018-12-31,2.65
2019-12-31,3.33
2020-12-31,1.86
2021-12-31,1.76
2022-12-31,1.12
2023-12-31,3.35
2024-12-31,5.64
2025-12-31,7.14
2026-03-31,1.49
