fiscalDateEnding,reportedEPS
1996-12-31,0.2
1997-12-31,0.22
1998-12-31,0.29
1999-12-31,0.47
2000-12-31,0.59
2001-12-31,0.29
2002-12-31,0.29
2003-12-31,0.36
2004-12-31,0.4
2005-12-31,0.56
2006-12-31,0.8
2007-12-31,0.98
2008-12-31,1.06
2009-12-31,0.7
2010-12-31,0.55
2011-12-31,0.71
2012-12-31,0.65
2013-12-31,0.78
2014-12-31,0.96
2015-12-31,1.01
2016-12-31,1.29
2017-12-31,1.64
2018-12-31,2.45
2019-12-31,2.67
2020-12-31,2.41
2021-12-31,3.24
2022-12-31,3.91
2023-12-31,3.13
2024-12-31,3.25
2025-12-31,4.77
2026-03-31,1.43
