fiscalDateEnding,reportedEPS
1996-12-31,2.17
1997-12-31,2.46
1998-12-31,1.87
1999-12-31,2.6
2000-12-31,2.45
2001-12-31,1.84
2002-12-31,1.8
2003-12-31,1.35
2004-12-31,1.41
2005-12-31,1.6
2006-12-31,2.04
2007-12-31,3.24
2008-12-31,4.07
2009-12-31,2.32
2010-12-31,3.2
2011-12-31,4.42
2012-12-31,5.2
2013-12-31,5.93
2014-12-31,7.15
2015-12-31,8.1
2016-12-31,9.21
2017-12-31,10.13
2018-12-31,11.81
2019-12-31,12.27
2020-12-31,11.63
2021-12-31,14.93
2022-12-31,16.83
2023-12-31,18.75
2024-12-31,19.34
2025-12-31,19.19
2026-03-31,4.69
