Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
FF,Common Stock,FutureFuel Corp,"FutureFuel Corp. The company is headquartered in Saint Louis, Missouri.",1337298,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"2800 GAP ROAD, BATESVILLE, AR, UNITED STATES, 72501",https://futurefuelcorporation.com,December,2025-12-31,213615000,-43333000,None,0,3.527,0.24,0.0482,-1.13,2.183,-0.516,-0.629,-0.151,-0.274,95742000,-39425000,-1.13,-0.887,-0.677,14,-,-,-,-,-,-,16.34,2.231,1.412,0.889,2.685,0.817,5.12,2.994,4.167,3.799,43863500,26041300,42.329,38.244,2026-06-18,2026-06-04
