fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-03-31,USD,49434000,119555000,70121000,70121000,8989000,881000,0,40445000,None,None,None,842000,None,None,None,10674000,8337000,3284000,None,0,None,-1685000,8989000,5053000
2006-06-30,USD,57339000,131862000,74523000,74523000,11812000,857000,0,45527000,None,None,None,913000,None,None,None,10892000,10960000,3420000,None,0,None,920000,11812000,7540000
2006-09-30,USD,55419000,135812000,80393000,80393000,11713000,40846000,0,43706000,None,None,None,928000,None,None,None,11257000,10784000,4048000,None,0,None,456000,11713000,6736000
2006-12-31,USD,49541000,131661000,82120000,82120000,8655000,44499000,0,40886000,None,None,None,3564000,None,None,None,11537000,7862000,2673000,None,0,None,-32934000,-21397000,5189000
2007-03-31,USD,54515000,131416000,76901000,76901000,8390000,940000,0,46125000,None,None,None,1079000,None,None,None,11723000,7380000,2786000,None,0,None,-3333000,8390000,4594000
2007-06-30,USD,78802000,138821000,60019000,60019000,8041000,970000,0,70761000,None,None,None,1042000,None,None,None,11727000,7046000,2702000,None,0,None,8088000,19815000,4344000
2007-09-30,USD,78936000,144969000,66033000,66033000,5696000,38808000,0,73240000,None,None,None,943000,None,None,None,11867000,4638000,1573000,None,0,None,5581000,17448000,3065000
2007-12-31,USD,51973000,144811000,92838000,92838000,5674000,-111917000,0,46299000,None,None,None,3823000,None,None,None,11692000,4805000,1840000,None,0,None,-38381000,-26689000,2965000
2008-03-31,USD,75239000,143374000,68135000,68135000,5482000,74018000,0,69757000,None,None,None,534000,None,None,None,11962000,4645000,1992000,None,0,None,5559000,17521000,2653000
2008-06-30,USD,80852000,159994000,79142000,79142000,6428000,47937000,0,74424000,None,None,None,302000,None,None,None,12346000,5938000,2469000,None,0,None,6465000,18811000,3469000
2008-09-30,USD,84989000,163377000,78388000,78388000,10528000,45655000,0,74461000,None,None,None,196000,None,None,None,12396000,10053000,3926000,None,0,None,10249000,22645000,6127000
2008-12-31,USD,89392000,140354000,50962000,50962000,10267000,49840000,0,79125000,None,None,None,110000,None,None,None,13001000,9991000,4169000,None,0,None,10101000,23102000,5822000
2009-03-31,USD,78561000,121955000,43394000,43394000,7251000,45630000,0,71310000,None,None,None,64000,None,None,None,13433000,7220000,3051000,None,0,None,18293000,31726000,4053000
2009-06-30,USD,73897000,125804000,51907000,51907000,7503000,41439000,0,66394000,None,None,None,34000,None,None,None,13386000,7499000,2877000,None,0,None,-5883000,7503000,4477000
2009-09-30,USD,74705000,129395000,54690000,54690000,6536000,40624000,0,68169000,None,None,None,35000,None,None,None,13272000,6459000,2987000,None,0,None,17248000,30520000,3472000
2009-12-31,USD,72305000,128720000,56415000,56415000,8069000,40908000,0,64236000,None,None,None,36000,None,None,None,12978000,8410000,3561000,None,0,None,8446000,21424000,4265000
2010-03-31,USD,59945000,125812000,65867000,65867000,7034000,37067000,0,52911000,None,None,None,106000,None,None,None,13037000,7140000,3192000,None,0,None,-6003000,7034000,3892000
2010-06-30,USD,61178000,125862000,64684000,64684000,9193000,39802000,0,51985000,None,None,None,26000,None,None,None,12612000,9166000,4008000,None,0,None,-3419000,9193000,5158000
2010-09-30,USD,64060000,128674000,64614000,64614000,9986000,41374000,0,54074000,None,None,None,44000,None,None,None,12884000,9942000,4152000,None,0,None,-2898000,9986000,5482000
2010-12-31,USD,75248000,136572000,61324000,61324000,9076000,42801000,0,66172000,None,None,None,10000,None,None,None,13383000,8800000,3590000,None,0,None,17724000,31107000,5210000
2011-03-31,USD,63420000,137856000,74436000,74436000,7609000,43063000,0,55811000,None,None,None,19000,None,None,None,13516000,7453000,3358000,None,0,None,-5907000,7609000,4095000
2011-06-30,USD,69939000,151135000,81196000,81196000,11359000,40825000,0,58580000,None,None,None,7000,None,None,None,14084000,11113000,4919000,None,6447000,None,-2725000,11359000,6194000
2011-09-30,USD,71730000,156348000,84618000,84618000,11111000,43560000,0,60619000,None,None,None,18000,None,None,None,14758000,10811000,4478000,None,6651000,None,-3647000,11111000,6333000
2011-12-31,USD,116290000,158340000,42050000,42050000,12951000,45408000,0,103339000,None,None,None,18000,None,None,None,15173000,12969000,5207000,None,0,None,9151000,24324000,7663000
2012-03-31,USD,20149000,151474000,131325000,131325000,9519000,45304000,0,10630000,None,None,None,21000,None,None,None,14535000,9379000,3933000,None,5607000,None,7994000,22529000,5446000
2012-06-30,USD,23434000,156964000,133530000,133530000,13283000,49111000,0,10151000,None,None,None,13000,None,None,None,15042000,13051000,5467000,None,7829000,None,12104000,27146000,7584000
2012-09-30,USD,19688000,163606000,143918000,143918000,9840000,48426000,0,9848000,None,None,None,6000,None,None,None,15537000,9846000,3267000,None,6579000,None,8491000,24028000,6518000
2012-12-31,USD,-136987000,166412000,303399000,303399000,13211000,6204000,0,-150198000,None,None,None,8000,None,None,None,15790000,13219000,5470000,None,7749000,None,7909000,23699000,7719000
2013-03-31,USD,22621000,164474000,141853000,141853000,12538000,7094000,0,10083000,None,None,None,15000,None,None,None,15688000,12553000,5267000,None,7286000,None,10123000,25811000,7202000
2013-06-30,USD,24126000,161413000,137287000,137287000,13121000,7070000,0,11005000,None,None,None,0,None,153000,None,16219000,13274000,5607000,None,7667000,None,11884000,28103000,7667000
2013-09-30,USD,24566000,167103000,142537000,142537000,13653000,7046000,0,10913000,None,None,None,0,None,130000,None,16248000,13783000,5806000,None,7977000,None,12181000,28429000,7977000
2013-12-31,USD,24823000,166224000,141401000,141401000,12683000,7683000,0,12140000,None,None,None,0,None,109000,None,16321000,12777000,5476000,None,7301000,None,11835000,28156000,7301000
2014-03-31,USD,20915000,159409000,138494000,138494000,8640000,7558000,0,12275000,None,None,None,0,None,98000,None,16371000,8738000,3451000,None,5287000,None,7977000,24348000,5287000
2014-06-30,USD,25307000,168423000,143116000,143116000,12932000,7974000,0,12375000,None,None,None,0,None,612000,None,16865000,13544000,5618000,None,7926000,None,11654000,28519000,7926000
2014-09-30,USD,25277000,171550000,146273000,146273000,13042000,7712000,0,12235000,None,None,None,0,None,226000,None,17253000,13268000,5616000,None,7652000,None,11623000,28876000,7652000
2014-12-31,USD,31285000,173547000,142262000,142262000,16392000,9794000,0,14893000,None,None,None,0,None,-269000,None,17754000,16123000,7154000,None,8969000,None,15365000,33119000,8969000
