fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,13298000,None,None,None,None,2164000,2606000,None,-3330000,None,-2606000,51975000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6994000
2006-03-31,USD,-1797000,None,None,None,None,1838000,4588000,None,132000,None,-4588000,1690000,None,None,None,None,None,None,None,None,None,None,None,None,244000,None,None,8734000
2006-06-30,USD,-16598000,None,None,None,None,2245000,3810000,None,-26750000,None,-3810000,3996000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2424000
2006-09-30,USD,2539000,None,None,None,None,2691000,2559000,None,4814000,None,-2559000,2566000,None,None,None,None,None,None,None,None,None,None,None,None,107000,None,None,15970000
2006-12-31,USD,26557000,None,None,None,None,3050000,4158000,None,-4700000,None,-4158000,4327000,None,None,None,None,None,None,None,None,None,None,None,None,1982000,None,None,11851000
2007-03-31,USD,-8247000,None,None,None,None,2972000,8042000,None,981000,None,-8042000,2818000,None,None,None,None,None,None,None,None,None,None,None,None,742000,None,None,9941000
2007-06-30,USD,-24246000,None,None,None,None,3144000,8307000,None,-47259000,None,-8307000,940000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5712000
2007-09-30,USD,-14407000,None,None,None,None,3880000,10013000,None,-24603000,None,-10013000,13033000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,20030000
2007-12-31,USD,32272000,None,None,None,None,4626000,7722000,None,-13085000,None,-7722000,1357000,None,None,None,None,None,None,None,None,None,None,None,None,4182000,None,None,16875000
2008-03-31,USD,-16832000,None,None,None,None,4490000,11419000,None,-2480000,None,-11419000,5295000,None,None,None,None,None,None,None,None,None,None,None,None,742000,None,None,2870000
2008-06-30,USD,-5614000,None,None,None,None,5283000,8330000,None,-15699000,None,-11122000,12593000,None,None,None,None,None,None,None,None,None,None,None,None,145000,None,None,1375000
2008-09-30,USD,28999000,None,None,None,None,5710000,11099000,None,19609000,None,-11168000,8793000,None,None,None,None,None,None,None,None,None,None,None,None,7000,None,None,25663000
2008-12-31,USD,62963000,None,None,None,None,5864000,8346000,None,-20927000,None,-8357000,8700000,None,None,None,None,None,None,None,None,None,None,None,None,8452000,None,None,8321000
