fiscalDateEnding,reportedEPS
1996-09-30,1.06
1997-09-30,1.22
1998-09-30,1.38
1999-09-30,1.49
2000-09-30,1.53
2001-09-30,1.62
2002-09-30,1.88
2003-09-30,2.15
2004-09-30,2.56
2005-09-30,2.89
2006-09-30,3.28
2007-09-30,3.84
2008-09-30,4.47
2009-09-30,4.99
2010-09-30,5.1
2011-09-30,5.56
2012-09-30,5.53
2013-09-30,5.82
2014-09-30,6.26
2015-09-30,7.13
2016-09-30,8.61
2017-09-30,9.49
2018-09-30,10.97
2019-09-30,11.68
2020-09-30,10.19
2021-09-30,13.07
2022-09-30,12.23
2023-09-30,12.22
2024-09-30,13.16
2025-09-30,14.42
2026-03-31,2.91
