fiscalDateEnding,reportedEPS
1996-10-31,1.29
1997-10-31,1.9
1998-10-31,2.1
1999-10-31,0.6
2000-10-31,1.03
2001-10-31,0.32
2002-10-31,0.67
2003-10-31,1.33
2004-10-31,2.78
2005-10-31,2.94
2006-10-31,3.18
2007-10-31,4.01
2008-10-31,4.7
2009-10-31,2.81
2010-10-31,4.66
2011-10-31,6.63
2012-10-31,7.64
2013-10-31,9.08
2014-10-31,8.62
2015-10-31,5.76
2016-10-31,4.81
2017-10-31,6.64
2018-10-31,9.53
2019-10-31,9.91
2020-10-31,8.7
2021-10-31,18.99
2022-10-31,22.93
2023-10-31,35.17
2024-10-31,25.6
2025-10-31,18.51
2026-04-30,2.42
