fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,67884000,None,None,None,None,4866000,20031000,None,-37871000,None,-25177000,504000,None,None,None,None,4160000,4160000,None,None,None,None,None,None,-856000,None,None,63948000
2007-12-31,USD,-77927000,None,None,None,None,6901000,16581000,None,-26780000,None,-68988000,6571000,None,None,None,None,4253000,4253000,None,None,None,None,-2583000,None,449000,None,None,64773000
2008-12-31,USD,393452000,None,None,None,None,13870000,6791000,None,74844000,None,-100157000,-13372000,None,None,None,None,4335000,4335000,None,None,None,None,-1599000,None,14674000,None,None,105039000
2009-12-31,USD,77921000,None,None,None,None,16956000,6493000,None,-93606000,None,-61828000,-34436000,None,None,None,None,8198000,8198000,None,None,None,None,-4954000,None,6480000,None,None,117563000
2010-12-31,USD,-35698000,None,None,None,None,19106000,12485000,None,-58924000,None,-180292000,189951000,None,None,None,None,9421000,9421000,None,None,None,None,-3824000,None,8789000,None,None,146503000
2011-12-31,USD,-142536000,None,None,None,None,40530000,19492000,None,-222445000,None,-144632000,222566000,None,None,None,None,12400000,12400000,None,None,None,None,-10206000,None,11041000,None,None,199202000
2012-12-31,USD,145791000,None,None,None,None,36714000,28454000,None,-90847000,None,-246622000,66858000,None,None,None,None,10685000,10685000,None,None,None,None,-4973000,None,14079000,None,None,201351000
2013-12-31,USD,264302000,None,None,None,None,44710000,82716000,None,-77754000,None,-174560000,29509000,None,None,None,None,10679000,10679000,None,None,None,None,-41800000,None,16716000,None,None,207160000
2014-12-31,USD,141160000,None,None,None,None,59399000,50153000,None,232258000,None,-297087000,169515000,None,None,None,None,10595000,10595000,None,None,None,None,-15100000,None,15755000,None,None,218407000
2015-12-31,USD,447500000,None,None,None,None,63400000,51000000,None,81400000,None,-144700000,-17100000,None,None,None,None,15300000,15300000,None,None,None,None,-70500000,None,17000000,None,None,183000000
2016-12-31,USD,205200000,None,None,None,None,82300000,36100000,None,-49500000,None,-428500000,340900000,None,None,None,None,16600000,16600000,None,None,None,None,-41200000,None,19200000,None,None,126400000
2017-12-31,USD,205200000,None,None,None,None,86000000,54000000,None,-43900000,None,-180100000,-361600000,None,None,None,None,16300000,16300000,None,None,None,None,-61900000,None,21200000,None,None,-170300000
2018-12-31,USD,-181400000,None,None,None,None,81500000,70700000,None,-11800000,None,287600000,-259800000,None,None,None,None,16200000,16200000,None,None,None,None,-20000000,None,8300000,None,None,129000000
2019-12-31,USD,228800000,None,None,None,None,87400000,80900000,None,-61300000,None,-50500000,-204900000,None,None,None,None,21100000,21100000,None,None,None,None,-65400000,None,23600000,None,None,181100000
2020-12-31,USD,604100000,None,None,None,None,85800000,51300000,None,251000000,None,72800000,-213000000,None,None,None,None,25600000,25600000,None,None,None,None,-68300000,None,-900000,None,None,109600000
2021-12-31,USD,173200000,None,None,None,None,81000000,39200000,None,-135200000,None,-58300000,-113600000,None,None,None,None,28700000,28700000,None,None,None,None,-50500000,None,19600000,None,None,74200000
2022-12-31,USD,138500000,None,None,None,None,107800000,78600000,None,-252100000,None,-724900000,237300000,None,None,None,None,31000000,31000000,None,None,None,None,-48700000,None,17600000,None,None,115900000
2023-12-31,USD,102400000,None,None,None,None,104500000,87600000,None,186800000,None,-101100000,-152400000,None,None,None,None,34000000,34000000,None,None,None,None,-60100000,None,24200000,None,None,52900000
2024-12-31,USD,259900000,None,None,None,None,106400000,68200000,None,133000000,None,64500000,-230600000,None,None,None,None,38500000,38500000,None,None,None,None,-100000000,None,28100000,None,None,67900000
2025-12-31,USD,292900000,None,None,None,None,98200000,65599999,None,1000000,None,-170000000,-315100000,None,None,None,None,41300000,41300000,None,None,None,None,-85000000,None,25500000,None,None,-611700000
