fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2004-03-31,USD,184506,None,None,None,None,None,0,None,None,None,-30014,-133326,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-90740
2004-06-30,USD,146295,None,None,None,None,None,0,None,None,None,-28251,-136295,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-868947
2004-09-30,USD,118287,None,None,None,None,None,4325,None,None,None,-4325,-137336,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,185899
2004-12-31,USD,221948,None,None,None,None,None,23358,None,None,None,-23358,-88255,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-440731
2005-03-31,USD,-193289,None,None,None,None,None,0,None,22437,None,350000,-27175,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1471411
2005-06-30,USD,-107903,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-144830
2005-09-30,USD,-80372,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-127654
2005-12-31,USD,-781408,None,None,None,None,None,0,None,-456799,None,None,10690474,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1948631
2006-03-31,USD,-4225,None,None,None,None,173259,99645,None,-926671,None,-99645,-76734,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,136365
2006-06-30,USD,-765991,None,None,None,None,171092,44291,None,-76656,None,-44291,1158778,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,139568
2006-09-30,USD,58647,None,None,None,None,151415,67879,None,22460,None,-67879,-922006,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-32156
2006-12-31,USD,-17957,None,None,None,None,218402,600557,None,-1672964,None,None,-4645730,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-580346
2007-03-31,USD,-175935,None,None,None,None,196981,47102,None,-608490,None,-47102,223037,None,None,None,None,None,None,None,None,None,None,None,None,-9509,None,None,-71487
2007-06-30,USD,-5211269,None,None,None,None,209229,24372,None,-1672960,None,-4408168,10629959,None,None,None,None,None,None,None,None,None,None,None,None,-9509,None,None,-315444
2007-09-30,USD,-1419660,None,None,None,None,261730,116452,None,-678327,None,-3709243,4879293,None,None,None,None,None,None,None,None,None,None,None,None,-9509,None,None,422594
2007-12-31,USD,858468,None,None,None,None,632079,9527173,None,-363418,None,None,-68794,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,592237
2008-03-31,USD,-97000,None,None,None,None,611000,296000,None,-2514000,None,-530000,627000,None,None,None,None,None,None,None,None,None,None,None,None,-9506,None,None,-13000
2008-06-30,USD,-1266000,None,None,None,None,589000,205000,None,-647000,None,-612000,1878000,None,None,None,None,None,None,None,None,None,None,None,None,95000,None,None,-20000
2008-09-30,USD,447000,None,None,None,None,475000,1357000,None,-154000,None,-959000,512000,None,None,None,None,None,None,None,None,None,None,None,None,-93000,None,None,-8861000
2008-12-31,USD,776000,None,None,None,None,587000,705000,None,456000,None,None,106000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7649000
2009-03-31,USD,596000,None,None,None,None,722000,270000,None,-57000,None,None,-315000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-370000
2009-06-30,USD,500000,None,None,None,None,723000,449000,None,-590000,None,None,-226000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-723000
2009-09-30,USD,500000,None,None,None,None,723000,449000,None,-590000,None,-449000,-226000,None,None,None,None,None,None,None,None,None,None,None,None,33000,None,None,-775000
2011-03-31,USD,-700000,None,None,None,None,-450000,490000,None,None,None,450000,200000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,370000
2011-12-31,USD,3230000,None,None,None,None,1090000,740000,None,-770000,None,-1020000,-1970000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1880000
2012-03-31,USD,726000,None,None,None,None,398000,232000,None,856000,None,-232000,-160000,None,None,None,None,None,None,None,None,None,None,None,None,22000,None,None,820000
2012-06-30,USD,-644000,None,None,None,None,401000,173000,None,424000,None,-11689000,12657000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,319000
2012-09-30,USD,2803000,None,None,None,None,731000,275000,None,-826000,None,-440000,-2478000,None,None,None,None,447000,447000,None,None,None,None,-34000,None,45000,None,None,616000
2012-12-31,USD,-1191000,None,None,None,None,1231000,758000,None,682000,None,-677000,1238000,None,None,None,None,359000,359000,None,None,None,None,None,None,13000,None,None,793000
2013-03-31,USD,3357000,None,None,None,None,694000,152000,None,-725000,None,-152000,-2729000,None,None,None,None,359000,359000,None,None,None,None,None,None,None,None,None,279000
2013-06-30,USD,1504000,None,None,None,None,689000,108000,None,-783000,None,-108000,-1407000,None,None,None,None,358000,358000,None,None,None,None,None,None,6000,None,None,226000
