fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2021-12-31,USD,-577692,None,None,None,None,19376,2988210,None,None,None,-2988210,6500900,None,None,None,None,None,None,None,None,None,None,None,None,13227,None,None,-2607927
2022-03-31,USD,-287947,None,None,None,None,19057,898918,None,None,None,-898918,2232964,None,None,None,None,None,None,None,None,None,None,None,None,20803,None,None,-857588
2022-06-30,USD,-1095602,None,None,None,None,18419,833677,None,None,None,-833677,617585,None,None,None,None,None,None,None,None,None,None,None,None,210745,None,None,-827170
2022-09-30,USD,-694310,None,None,None,None,14148,1838037,None,None,None,-1838037,0,None,None,None,None,None,None,None,None,None,None,None,None,715410,None,None,-1956230
2022-12-31,USD,-862034,None,None,None,None,-14148,902532,None,None,None,-902532,3790503,None,None,None,None,None,None,None,None,None,None,None,None,1052355,None,None,-1304151
2023-03-31,USD,-1444965,None,None,None,None,17034,362056,None,None,None,-362056,4493610,None,None,None,None,None,None,None,None,None,None,None,None,2144099,None,None,-3615078
2023-06-30,USD,-1256925,None,None,None,None,15685,146551,None,None,None,-146551,0,None,None,None,None,None,None,None,None,None,None,None,None,2374686,None,None,-4286346
2023-09-30,USD,-653281,None,None,None,None,802,681550,None,None,None,-681550,0,None,None,None,None,None,None,None,None,None,None,None,None,2071791,None,None,-4222483
2023-12-31,USD,-2057221,None,None,None,None,36464,1141186,None,None,None,None,8891881,None,None,None,None,None,None,None,None,None,None,None,None,2153223,None,None,-4162327
2024-03-31,USD,-2970469,None,None,None,None,103210,1245825,None,None,None,-1245825,20263995,None,None,None,None,None,None,None,None,None,None,None,None,1713654,None,None,-6948085
2024-06-30,USD,-5124787,None,None,None,None,146504,2622078,None,None,None,-1814103,11342997,None,None,None,None,None,None,None,None,None,None,None,None,2518016,None,None,-8881442
2024-09-30,USD,-4840298,None,None,None,None,175916,4484519,None,-79395,None,-5292494,32426240,None,None,None,None,2779659,2779659,None,None,None,None,None,None,2068090,None,None,-7372148
2024-12-31,USD,-3759811,None,None,None,None,45791,3019977,None,11756,None,-3019977,17663576,None,None,None,None,None,None,None,None,None,None,None,None,2261644,None,None,-9221053
2025-03-31,USD,-3169976,None,None,None,None,149003,2359368,None,11756,None,-2359368,-225096,None,None,None,None,None,None,None,None,None,None,None,None,1889701,None,None,-8461432
2025-06-30,USD,-7901335,None,None,None,None,529956,1748196,None,-946052,None,-31748196,51005723,None,None,None,None,None,None,None,None,None,None,None,None,4429677,None,None,-75157159
2025-09-30,USD,-8857647,None,None,None,None,296316,3148212,None,249293,None,-1504415,56704185,None,None,None,None,None,None,None,None,None,None,None,None,4483808,None,None,-12893602
2025-12-31,USD,-17851042,None,None,None,None,936725,2398224,None,381759,None,None,264115188,None,None,None,None,None,None,None,None,None,None,None,None,5220814,None,None,-78708939
2026-03-31,None,-17851042,None,None,None,None,936685,2398228,None,381759,None,-54383021,243316188,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-78708939
