fiscalDateEnding,reportedEPS
1996-09-30,0.63
1997-09-30,0.96
1999-09-30,0.8339
2000-09-30,0.9329
2001-09-30,0.7832
2002-09-30,0.6395
2003-09-30,0.8134
2004-09-30,1.2113
2005-09-30,1.0985
2006-09-30,1.7389
2007-09-30,2.3922
2008-09-30,2.1296
2009-09-30,1.184
2010-09-30,1.2728
2011-09-30,1.7144
2012-09-30,1.8305
2013-09-30,0.8369
2014-09-30,2.6018
2015-09-30,2.8259
2016-09-30,2.734
2017-09-30,2.66
2018-09-30,5.8335
2019-09-30,4.03
2020-09-30,8.82
2021-09-30,12.05
2022-09-30,12.9175
2023-09-30,11.1531
2024-09-30,5.5549
2025-09-30,4.431
2026-03-31,1.38
