fiscalDateEnding,reportedEPS
2003-12-31,18.2257
2004-12-31,4.7299
2005-12-31,5.6465
2006-12-31,5.2431
2007-12-31,6.5584
2008-12-31,7.3881
2009-12-31,2.0629
2010-12-31,3.3532
2011-12-31,2.9863
2012-12-31,1.8172
2013-12-31,1.9734
2014-12-31,3.1968
2015-12-31,0.7763
2016-12-31,1.0353
2017-12-31,1.491
2018-12-31,1.2788
2019-12-31,0.83
2020-12-31,0.89
2021-12-31,0.82
2022-12-31,1.97
2023-12-31,1.4884
2024-12-31,0.2109
2025-12-31,0.2482
