fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2015-12-31,USD,124600000,None,None,None,None,-60700000,20900000,None,5400000,None,-35400000,-87600000,None,None,None,None,2300000,2300000,None,None,None,None,-400000,None,18700000,None,None,21600000
2016-12-31,USD,72900000,None,None,None,None,60300000,29900000,None,-13000000,None,-29900000,-43500000,None,None,None,None,158700000,158700000,None,None,None,None,-702200000,None,98700000,None,None,-80700000
2017-12-31,USD,-167500000,None,None,None,None,99200000,25200000,None,19700000,None,-6676000000,6965000000,None,None,None,None,1701900000,1701900000,None,None,None,None,9249500000,None,48200000,None,None,-145300000
2018-12-31,USD,200500000,None,None,None,None,404600000,37700000,None,-41100000,None,-23200000,-170300000,None,None,None,None,31300000,31300000,None,None,None,None,None,None,18400000,None,None,-86900000
2019-12-31,USD,354000000,None,None,None,None,398900000,51600000,None,-71100000,None,-42100000,-307800000,None,None,None,None,31300000,31300000,None,None,None,None,-2630900000,None,67900000,None,None,37800000
2020-12-31,USD,929800000,None,None,None,None,395400000,61600000,-102400000,-69700000,None,-59100000,-782900000,None,None,None,None,64600000,64600000,None,None,None,None,-16200000,None,44100000,87800000,None,116600000
2021-12-31,USD,953600000,None,None,None,None,379200000,111100000,-111800000,-129800000,None,-4121700000,3219200000,None,None,None,None,64600000,64600000,None,None,None,None,-25800000,None,50700000,51100000,None,572600000
2022-12-31,USD,843600000,None,None,None,None,405500000,133400000,-45200000,-112500000,None,-109600000,-648700000,None,None,None,None,32400000,32400000,None,None,None,None,-13200000,None,45800000,85300000,None,686500000
2023-12-31,USD,870000000,None,None,None,None,402300000,146400000,None,30300000,None,-143700000,-843700000,None,None,None,None,18300000,18300000,None,None,None,None,-13700000,None,40500000,None,None,321100000
2024-12-31,USD,840800000,None,None,None,None,405500000,148800000,None,-18500000,None,438900000,-1281200000,None,None,None,None,0,0,None,None,None,None,-8600000,None,46800000,None,None,711500000
2025-12-31,USD,623800000,None,None,None,None,410200000,128800000,None,-109400000,None,-130500000,-409400000,None,None,None,None,None,None,None,None,None,None,-80700000,None,46400000,None,None,-530200000
