fiscalDateEnding,reportedEPS
1996-09-30,1.32
1997-09-30,1.34
1998-09-30,1.57
1999-09-30,1.45
2000-09-30,1.93
2001-09-30,1.82
2002-09-30,1.66
2003-09-30,1.77
2004-09-30,2
2005-09-30,1.73
2006-09-30,1.61
2007-09-30,2.12
2008-09-30,1.31
2009-09-30,0.17
2010-09-30,2.84
2011-09-30,3.1
2012-09-30,3.34
2013-09-30,2.91
2014-09-30,3.42
2015-09-30,2.75
2016-09-30,3.14
2017-09-30,3.43
2018-09-30,4.03
2019-09-30,3.91
2020-09-30,2.07
2021-09-30,5.02
2022-09-30,6.26
2023-09-30,5.38
2024-09-30,7.06
2025-09-30,7.26
2026-03-31,1.53
