fiscalDateEnding,reportedEPS
1996-12-31,0.42
1997-12-31,0.46
1998-12-31,0.5
1999-12-31,0.56
2000-12-31,0.65
2001-12-31,0.69
2002-12-31,0.92
2003-12-31,1.08
2004-12-31,1.17
2005-12-31,1.35
2006-12-31,1.42
2007-12-31,1.65
2008-12-31,1.88
2009-12-31,1.84
2010-12-31,1.9
2011-12-31,2.01
2012-12-31,2.21
2013-12-31,2.36
2014-12-31,2.5
2015-12-31,2.63
2016-12-31,2.78
2017-12-31,2.66
2018-12-31,2.01
2019-12-31,2.45
2020-12-31,1.79
2021-12-31,2.87
2022-12-31,2.08
2023-12-31,1.83
2024-12-31,1.67
2025-12-31,0.97
