fiscalDateEnding,reportedEPS
1996-12-31,-1.33
1998-12-31,-0.6705
1999-12-31,-0.7355
2000-12-31,-0.63
2001-12-31,-1.8
2002-12-31,-2.83
2003-12-31,-2.13
2004-12-31,0.65
2005-12-31,-1.5
2006-12-31,-1.76
2007-12-31,-1.6
2008-12-31,-1.05
2009-12-31,-0.88
2010-12-31,-1.27
2011-12-31,-2.4
2012-12-31,3.8
2013-12-31,3.8
2014-12-31,10.04
2015-12-31,12.07
2016-12-31,11.56
2017-12-31,16.31
2018-12-31,22.83
2019-12-31,24.64
2020-12-31,31.65
2021-12-31,71.38
2022-12-31,42.4
2023-12-31,43.78
2024-12-31,45.64
2025-12-31,44.38
2026-03-31,0
