fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2011-06-30,2011-08-03,5.2,4.9,0.3,6.1224,pre-market
2011-09-30,2011-10-31,5,5.1,-0.1,-1.9608,pre-market
2011-12-31,2012-02-22,5.6,5.5,0.1,1.8182,pre-market
2012-03-31,2012-05-01,4.1,4.44,-0.34,-7.6577,pre-market
2012-06-30,2012-08-01,4.8,4.35,0.45,10.3448,pre-market
2012-09-30,2012-11-05,4.3,4.24,0.06,1.4151,pre-market
2012-12-31,2013-02-27,2.1,1.78,0.32,17.9775,pre-market
2013-03-31,2013-05-01,4.9,4.7,0.2,4.2553,pre-market
2013-06-30,2013-08-01,4.8,5.36,-0.56,-10.4478,pre-market
2013-09-30,2013-11-01,2.7,2.56,0.14,5.4688,pre-market
2013-12-31,2014-02-20,3.8,3.25,0.55,16.9231,pre-market
2014-03-31,2014-05-01,2.9,3.33,-0.43,-12.9129,pre-market
2014-06-30,2014-07-31,2.3419,None,0,None,pre-market
2014-09-30,2014-10-30,0.17,0.22,-0.05,-22.7273,pre-market
2014-12-31,2015-02-19,0.34,0.23,0.11,47.8261,pre-market
2015-03-31,2015-04-30,4.1,3.2,0.9,28.125,pre-market
2015-06-30,2015-07-30,3.7,2.83,0.87,30.742,pre-market
2015-09-30,2015-10-29,-0.7,0.03,-0.73,-2433.3333,pre-market
2015-12-31,2016-02-18,2.7,2.3,0.4,17.3913,pre-market
2016-03-31,2016-04-28,2.6,2.5,0.1,4,pre-market
2016-06-30,2016-07-28,0.8,1.77,-0.97,-54.8023,pre-market
2016-09-30,2016-10-27,-1.2,-0.83,-0.37,-44.5783,pre-market
2016-12-31,2017-02-16,-1.3,-0.37,-0.93,-251.3514,pre-market
2017-03-31,2017-04-27,-0.9,-0.6,-0.3,-50,pre-market
2017-06-30,2017-07-27,-0.3,0.6,-0.9,-150,pre-market
2017-09-30,2017-11-01,-2.8,-1,-1.8,-180,pre-market
2017-12-31,2018-02-22,-2.4,-1.6,-0.8,-50,pre-market
2018-03-31,2018-04-26,-1.7,-0.9,-0.8,-88.8889,pre-market
2018-06-30,2018-07-25,-1.5,-0.8,-0.7,-87.5,post-market
2018-09-30,2018-10-24,-1.2,-0.95,-0.25,-26.3158,post-market
2018-12-31,2019-02-20,-0.1,0.3,-0.4,-133.3333,post-market
2019-03-31,2019-04-24,-0.5,-0.3,-0.2,-66.6667,post-market
2019-06-30,2019-07-24,1.7,0.5,1.2,240,post-market
2019-09-30,2019-10-23,-2,-0.5,-1.5,-300,post-market
2019-12-31,2020-02-19,-2.2,-1.4,-0.8,-57.1429,post-market
2020-03-31,2020-05-06,-1.8,-2.1,0.3,14.2857,post-market
2020-06-30,2020-08-03,-3.7,-0.1,-3.6,-3600,post-market
2020-09-30,2020-11-02,-1.7,-3.3,1.6,48.4848,post-market
2020-12-31,2021-02-22,-1.53,-1.77,0.24,13.5593,post-market
2021-03-31,2021-05-03,-2.37,-2.37,0,0,pre-market
2021-06-30,2021-08-02,0.66,0.66,0,0,pre-market
2021-09-30,2021-11-01,3.28,3.28,0,0,pre-market
2021-12-31,2022-02-22,5.76,5.76,0,0,pre-market
2022-03-31,2022-05-03,8.78,8.78,0,0,post-market
2022-06-30,2022-08-02,11.12,11.12,0,0,post-market
2022-09-30,2022-11-01,-1.87,None,0,None,post-market
2022-12-31,2023-02-21,9.02,-1.87,10.89,582.3529,post-market
2023-03-31,2023-05-02,9.64,None,0,None,post-market
2023-06-30,2023-08-01,5.66,None,0,None,post-market
2023-09-30,2023-10-31,0.07,0.07,0,0,post-market
2023-12-31,2024-02-21,0.9437,None,0,None,post-market
2024-03-31,2024-04-29,1.1901,1.19,0.0001,0.0084,post-market
2024-06-30,2024-07-29,2.4805,None,0,None,post-market
2024-09-30,2024-10-28,0.3602,None,0,None,post-market
2024-12-31,2025-02-18,1.7308,None,0,None,post-market
2025-03-31,2025-04-28,2.5627,None,0,None,post-market
2025-06-30,2025-07-28,3.67,None,0,None,post-market
2025-09-30,2025-10-27,4.0749,0,4.0749,None,post-market
2025-12-31,2026-02-18,-0.9712,0,-0.9712,None,pre-market
