date,dividend
2004-12-13,0.013333
2005-03-29,0.013333
2005-06-28,0.013333
2005-09-28,0.013333
2006-01-27,0.02
2006-03-21,0.02
2006-06-08,0.02
2006-09-06,0.02
2006-12-06,0.02
2007-03-07,0.02
2007-06-06,0.03
2007-09-05,0.03
2007-12-05,0.03
2008-03-05,0.03
2008-06-04,0.04
2008-09-03,0.04
2008-12-03,0.04
2009-03-04,0.04
2009-06-03,0.05
2009-09-02,0.05
2009-12-02,0.05
2010-03-03,0.05
2010-06-02,0.06
2010-09-01,0.06
2010-12-01,0.81
2011-03-02,0.06
2011-06-01,0.06
2011-08-31,0.06
2011-11-30,0.06
2012-02-29,0.06
2012-05-30,0.06
2012-09-05,0.06
2012-12-05,0.56
2013-02-27,0.06
2013-06-05,0.06
2013-09-04,0.06
2013-12-04,0.06
2014-03-05,0.06
2014-06-04,0.06
2014-09-03,0.06
2014-12-03,0.06
2015-03-04,0.06
2015-06-03,0.06
2015-09-02,0.06
2015-12-02,0.06
2016-03-02,0.06
2016-06-01,0.06
2016-08-31,0.06
2016-11-30,0.06
2017-03-01,0.06
2017-05-31,0.06
2017-08-30,0.06
2017-11-30,0.06
2018-02-28,0.06
2018-05-31,0.06
2018-08-30,0.06
2018-11-30,0.06
2019-03-01,0.06
2019-05-31,0.06
2019-08-30,0.06
2019-12-02,0.06
2020-03-02,0.08
2020-06-04,0.08
2020-09-03,0.08
2020-12-03,0.08
2021-03-04,0.08
2021-06-03,0.1
2021-09-02,0.1
2021-12-02,0.1
2022-03-03,0.12
2022-06-09,0.12
2022-09-01,0.12
2022-12-02,0.12
2023-03-02,0.14
2023-06-08,0.14
2023-09-07,0.14
2023-12-07,0.14
2024-03-07,0.16
2024-06-10,0.16
2024-09-06,0.16
2024-12-06,0.16
2025-03-07,0.18
2025-06-09,0.18
2025-09-05,0.18
2025-12-05,0.18
2026-03-06,0.2
