fiscalDateEnding,reportedEPS
1996-12-31,1.77
1997-12-31,2.21
1998-12-31,2.06
1999-12-31,1.33
2000-12-31,1.51
2001-12-31,1.31
2002-12-31,1.16
2003-12-31,1.62
2004-12-31,2.85
2005-12-31,4.04
2006-12-31,5.18
2007-12-31,5.37
2008-12-31,5.66
2009-12-31,2.16
2010-12-31,4.28
2011-12-31,7.52
2012-12-31,8.63
2013-12-31,5.79
2014-12-31,6.37
2015-12-31,4.62
2016-12-31,3.44
2017-12-31,6.88
2018-12-31,11.2
2019-12-31,11.06
2020-12-31,6.09
2021-12-31,10.82
2022-12-31,13.87
2023-12-31,21.21
2024-12-31,21.9
2025-12-31,19.08
2026-03-31,5.54
