fiscalDateEnding,reportedEPS
1996-12-31,1.44
1997-12-31,1.53
1998-12-31,1.58
1999-12-31,1.43
2000-12-31,1.8
2001-12-31,1.38
2002-12-31,1.96
2003-12-31,1.61
2004-12-31,1.61
2005-12-31,1.42
2006-12-31,1.28
2007-12-31,1.39
2008-12-31,1.26
2009-12-31,1.06
2010-12-31,1.22
2011-12-31,1.31
2012-12-31,1.48
2013-12-31,1.57
2014-12-31,1.72
2015-12-31,1.4
2016-12-31,1.07
2017-12-31,1.21
2018-12-31,1.32
2019-12-31,1.3008
2020-12-31,1.32
2021-12-31,1.4
2022-12-31,1.47
2023-12-31,1.6
2024-12-31,1.75
2025-12-31,1.9
