fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2014-12-31,USD,22137000,None,None,None,None,160000,30888000,None,316000,None,-30888000,7434000,None,None,None,None,5000,5000,None,None,None,None,-40001000,None,418000,None,None,7556000
2015-12-31,USD,30703000,None,None,None,None,388000,29375000,None,-2462000,None,-29375000,1766000,None,None,None,None,5000,5000,None,None,None,None,-121000,None,792000,None,None,4990000
2016-12-31,USD,26703000,None,None,None,None,384000,2519000,298000,-1357000,None,-2470000,19405000,None,None,None,None,4000,4000,None,None,None,None,-40744000,None,1426000,43638000,None,10379000
2017-12-31,USD,15628000,None,None,None,None,525000,51162000,-18826000,4407000,None,-51148000,23213000,None,None,None,None,0,0,None,None,None,None,-127000,None,2012000,-12307000,None,21526000
2018-12-31,USD,50909000,None,None,None,None,18161000,96090000,-2174000,-7343000,None,-125989000,41319000,None,None,None,None,84000000,84000000,None,None,None,None,-2173000,None,3009000,-33761000,None,18688000
2019-12-31,USD,44633000,None,None,None,None,27823000,25525000,-38005000,-1021000,None,-25425000,-18035000,None,None,None,None,83952000,83952000,None,None,None,None,-140000,None,2950000,1173000,None,31623000
2020-12-31,USD,25541000,None,None,None,None,22923000,8620000,-6081000,4738000,None,-8559000,-7896000,None,None,None,None,6952000,6952000,None,None,None,None,-1155000,None,3865000,9086000,None,37954000
2021-12-31,USD,32438000,None,None,None,None,26100000,11220000,30888000,1942000,None,-11142000,-7433000,None,None,None,None,None,None,None,None,None,None,-401000,None,3195000,13863000,None,-50674000
2022-12-31,USD,5420000,None,None,None,None,27280000,12731000,None,-5161000,None,-18208000,-7290000,None,None,None,None,0,0,None,None,None,None,-540000,None,3209000,None,None,-703000
2023-12-31,USD,30991000,None,None,None,None,28265000,23031000,None,-6638000,None,-22902000,-7527000,None,None,None,None,7867000,7867000,None,None,None,None,-4754000,None,3531000,None,None,4649000
2024-12-31,USD,17864000,None,None,None,None,29728000,7010000,None,1779000,None,-6921000,-15461000,None,None,None,None,3902000,3902000,None,None,None,None,-422000,None,3239000,None,None,2992000
2025-12-31,USD,44116000,None,None,None,None,795000,11595000,None,-6038000,None,-10855000,-12264000,None,None,None,None,5948000,5948000,None,None,None,None,-2723000,None,3699000,None,None,1345000
