fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2005-12-31,USD,2963000,11657000,8694000,8694000,-443000,2880000,526000,3406000,None,None,None,19000,None,None,None,337000,308000,126000,None,0,None,-443000,-106000,182000
2006-03-31,USD,5729000,21875000,16146000,16146000,1837000,3363000,529000,3892000,None,None,None,43000,None,None,None,338000,18293000,6732000,None,0,None,1499000,1837000,11561000
2006-06-30,USD,5121000,18919000,13798000,13798000,1485000,3130000,506000,3636000,None,None,None,21000,None,None,None,337000,186000,66000,None,0,None,1148000,1485000,120000
2006-09-30,USD,2946000,14655000,11709000,11709000,-1520000,3952000,514000,4466000,None,None,None,85000,None,None,None,346000,-407000,-131000,None,0,None,-1850000,-1504000,-276000
2006-12-31,USD,3033000,12370000,9337000,9337000,-226000,2668000,591000,3259000,None,None,None,21000,None,None,None,217000,3600000,2117000,None,0,None,-226000,-9000,1483000
2007-03-31,USD,7728000,26491000,18763000,18763000,4108000,2990000,630000,3620000,None,None,None,9000,None,None,None,249000,16515000,6024000,None,0,None,3859000,4108000,10491000
2007-06-30,USD,5592000,21187000,15595000,15595000,2384000,2589000,619000,3208000,None,None,None,3000,None,None,None,221000,8955000,3292000,None,0,None,2163000,2384000,5663000
2007-09-30,USD,3497000,15238000,11741000,11741000,67000,2703000,727000,3430000,None,None,None,48000,None,None,None,245000,1515000,657000,None,0,None,67000,312000,858000
2007-12-31,USD,4374000,18323000,13949000,13949000,1272000,2498000,604000,3102000,None,None,None,1000,None,None,None,222000,20865000,7755000,None,0,None,1050000,1272000,13110000
2008-03-31,USD,6932000,24573000,17641000,17641000,3460000,2825000,647000,3472000,None,None,None,5000,None,None,None,353000,2145000,825000,None,0,None,3107000,3460000,1320000
2008-06-30,USD,4805000,23907000,19102000,19102000,906000,3114000,785000,3899000,None,None,None,11000,None,None,None,271000,951000,268000,None,0,None,962000,1233000,683000
2008-09-30,USD,5044000,21531000,16487000,16487000,1211000,3076000,757000,3833000,None,None,None,37000,None,None,None,102000,245000,111000,None,0,None,1211000,1313000,134000
