fiscalDateEnding,reportedEPS
1998-12-31,1.2649
1999-12-31,1.9402
2000-12-31,1.4024
2001-12-31,1.4652
2002-12-31,1.3746
2003-12-31,1.4473
2004-12-31,1.41
2005-12-31,2.84
2006-12-31,2.3
2007-12-31,2.94
2008-12-31,-0.71
2009-12-31,-0.74
2010-12-31,0.0167
2011-12-31,0.22
2012-12-31,-0.13
2013-12-31,-0.02
2014-12-31,1.18
2015-12-31,1.64
2016-12-31,2.25
2017-12-31,2
2018-12-31,2.84
2019-12-31,2.47
2020-12-31,2.02
2021-12-31,3.94
2022-12-31,4.24
2023-12-31,3.29
2024-12-31,4
2025-12-31,3.48
2026-03-31,1.03
