fiscalDateEnding,reportedEPS
1996-07-31,0.1599
1997-07-31,0.23
1998-07-31,0.3
1999-07-31,0.4
2000-07-31,0.54
2001-07-31,0.41
2002-07-31,0.26
2003-07-31,0.59
2004-07-31,0.75
2005-07-31,0.91
2006-07-31,1.1
2007-07-31,1.34
2008-07-31,1.53
2009-07-31,1.35
2010-07-31,1.61
2011-07-31,1.53
2012-07-31,1.85
2013-07-31,2.02
2014-07-31,2.06
2015-07-31,2.2
2016-07-31,2.36
2017-07-31,2.39
2018-07-31,2.6
2019-07-31,3.09
2020-07-31,3.2
2021-07-31,3.22
2022-07-31,3.36
2023-07-31,3.88
2024-07-31,3.73
2025-07-31,3.57
2026-01-31,2.04
