fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-09-30,USD,2104905999,61203145000,59098239000,59098239000,727929000,1397100000,None,1376977000,None,None,None,12464000,None,None,None,93047000,740629000,272617000,None,None,None,753093000,846140000,467714000
2007-09-30,USD,2199717000,66074312000,63874595000,63874595000,786614000,1413103000,None,1413103000,None,None,None,75706000,None,None,None,99676000,785050000,291282000,None,None,None,860756000,960432000,469167000
2008-09-30,USD,1948221000,70189733000,68241512000,68241512000,823538000,5472000,None,1124683000,None,None,None,75099000,None,None,None,92366000,761338000,292274000,None,None,None,836437000,928803000,250559000
2009-09-30,USD,2019367000,71759990000,69740623000,69740623000,899127000,6461000,None,1120240000,None,None,None,63502000,None,None,None,90032000,824074000,312222000,None,None,None,887576000,977608000,503397000
2010-09-30,USD,2249481000,77953979000,75704498000,75704498000,1088353000,20830000,None,1161128000,None,None,None,74805000,None,None,None,99210000,1027769000,391021000,None,None,None,1102574000,1201784000,636748000
2011-09-30,USD,2428687000,80217558000,77788871000,77788871000,1230718000,41057000,None,1197969000,None,None,None,78902000,None,None,None,121233000,1130641000,424017000,None,None,None,1209543000,1330776000,706624000
2012-09-30,USD,2513244000,79489596000,76976352000,76976352000,1283749000,44621000,None,1229495000,None,None,None,97225000,None,None,None,141991000,1163131000,454945000,None,None,None,1260356000,1402347000,718986000
2013-09-30,USD,2322733000,87959167000,85636434000,85636434000,989021000,46976000,None,1333712000,None,None,None,75048000,None,None,None,165829000,824458000,331023000,None,None,None,899506000,1065335000,433707000
2014-09-30,USD,2772639999,119569127000,116796487000,116796487000,1185379000,48239000,None,1587261000,None,None,None,77703000,None,None,None,188051000,673428000,389398000,None,None,None,751131000,939182000,276484000
2015-09-30,USD,3215185000,135961803000,132746617999,132746617999,1307345000,55254000,None,1907840000,None,None,None,112021000,None,None,None,249781000,268964000,409036000,None,None,None,380985000,630766000,-134887000
2016-09-30,USD,3774113000,146849686000,143075573000,143075573000,1682876000,58000000,None,2091237000,None,None,None,144349000,None,None,None,385031000,1390910000,-37019000,None,None,None,1535259000,1920290000,1427929000
2017-09-30,USD,4147004000,153143826000,148996822000,148996822000,2018274000,61673000,None,2128730000,None,None,None,149042000,None,None,None,422923000,917887000,553403000,None,None,None,1066929000,1489852000,414484000
2018-09-30,USD,4111252000,167939635000,163828383000,163828383000,1650951000,67786000,None,2460301000,None,None,None,189640000,None,None,None,499639000,1177423000,-438469000,None,None,None,1367063000,1866702000,1658405000
2019-09-30,USD,4530033000,179589121000,175059088000,175059088000,1866525000,76388000,None,2663508000,None,-157769000,37705000,195474000,None,None,None,488544000,967106000,112971000,None,854135000,None,1162580000,1651124000,855365000
2020-09-30,USD,4791746000,189893926000,185102180000,185102180000,2024529000,80573000,None,2767217000,None,-137883000,20639000,158522000,None,None,None,401619000,-5293831000,-1894273000,None,-3399558000,None,-5135309000,-4733690000,-3399558000
2021-09-30,USD,6269261999,213988843000,207719581000,207719581000,2675011000,3594251000,None,3594251000,None,-174074000,8470000,182544000,None,None,None,505172000,2221859000,677251000,None,1544608000,None,2404403000,2909575000,1539932000
2022-09-30,USD,7600636999,238587006000,230986369000,230986369000,2751675000,4848962000,None,4848962000,None,-210673000,21309000,231982000,None,None,None,697943000,2183057000,516517000,None,1666540000,None,2415039000,3112982000,1698820000
2023-09-30,USD,7756497000,262173411000,254416914000,254416914000,2446513000,5309984000,None,5309984000,None,-228931000,228931000,275650000,None,None,None,972393000,2160836000,428260000,None,1732576000,None,2436486000,3408879000,1745293000
2024-09-30,USD,8701238000,293958599000,285257361000,285257361000,3040132000,5661106000,None,5661106000,None,-156991000,91691000,248682000,None,None,None,1111674000,2003975000,484702000,None,1519273000,None,2252657000,3364331000,1509120000
2025-09-30,USD,10141521000,321332819000,311191298000,311191298000,3647679000,6493842000,None,6493842000,None,-291548000,128205000,419753000,None,None,None,1058243999,2258336000,690522000,None,1567814000,None,2678089001,3736333000,1554169000
