fiscalDateEnding,reportedEPS
1997-01-31,0.43
1998-01-31,0.55
1999-01-31,0.72
2000-01-31,1.01
2001-01-31,1.11
2002-01-31,1.29
2003-01-31,1.56
2004-01-31,1.87
2005-01-31,2.26
2006-01-31,2.71
2007-01-31,2.86
2008-01-31,2.29
2009-01-31,1.76
2010-01-31,1.64
2011-01-31,2.04
2012-01-31,2.46
2013-01-31,3.07
2014-01-31,3.75
2015-01-31,4.6
2016-01-31,5.4
2017-01-31,6.45
2018-01-31,7.45
2019-01-31,9.89
2020-01-31,10.25
2021-01-31,12.02
2022-01-31,15.52
2023-01-31,16.68
2024-01-31,15.1
2025-01-31,14.92
2026-01-31,14.49
