Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
GTN,Common Stock,Gray Television Inc,"Gray Television, Inc., a television broadcasting company, owns and / or operates television stations and digital assets in the United States. The company is headquartered in Atlanta, Georgia.",43196,NYSE,USD,USA,COMMUNICATION SERVICES,BROADCASTING,"4370 PEACHTREE ROAD, NE, ATLANTA, GA, UNITED STATES, 30319",https://graymedia.com,December,2025-12-31,581745000,648000000,None,0.113,22.25,0.32,0.0567,-1.41,31.91,-0.0275,0.146,0.0245,-0.0296,3095000000,761000000,-1.41,10.16,-0.242,7.3,1,2,1,1,0,-,2.563,0.188,0.269,2.173,10.76,0.92,6.44,3.344,5.13,5.05,92913000,83881000,6.981,86.820,2026-03-31,2026-03-13
