fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-12-31,USD,244974000,829809000,584835000,584835000,74376000,125039000,None,170598000,None,None,None,16036000,None,None,None,36955000,52953000,6339000,None,None,None,74376000,111331000,46675000
2007-12-31,USD,282477000,946917000,664440000,664440000,85260000,149180000,None,197217000,None,None,None,17180000,None,None,None,37590000,72238000,28040000,None,None,None,89418000,127008000,44198000
2008-12-31,USD,322893000,1030713000,707820000,707820000,113066000,170450000,None,322893000,None,None,None,13497000,None,None,None,44471000,93977000,36491000,None,None,None,107474000,151945000,57486000
2009-12-31,USD,320737000,1074220000,753483000,753483000,82890000,173774000,None,320737000,None,None,None,16824000,None,None,None,64898000,61472000,26225000,None,None,None,78296000,143194000,36686000
2010-12-31,USD,520504000,1731244000,1210740000,1210740000,211912000,10307000,0,308592000,None,None,None,28810000,None,501000,None,92473000,184477000,56756000,None,127721000,None,213287000,305760000,130515000
2011-12-31,USD,604145000,1984136000,1379991000,1379991000,217665000,263817000,0,386480000,None,None,None,40187000,None,6402000,None,122663000,184678000,57426000,None,127252000,None,224865000,347528000,127252000
2012-12-31,USD,647287000,2187908000,1540621000,1540621000,202204000,273520000,0,445083000,None,None,None,48133000,None,-27187000,None,161646000,127730000,-1944000,None,129674000,None,175863000,337509000,129674000
2013-12-31,USD,967023000,3509656000,2542633000,2542633000,220556000,470477000,0,746467000,None,None,None,78883000,None,1705000,None,264449000,143885000,48319000,None,95566000,None,222768000,487217000,95566000
2014-12-31,USD,959840000,3401636000,2441796000,2441796000,111810000,437921000,0,848030000,None,None,None,78487000,None,4380000,None,276083000,38522000,66850000,None,-28328000,None,117009000,393092000,-28328000
2015-12-31,USD,918331000,3275137000,2356806000,2356806000,187579000,414164000,0,730752000,None,None,76553000,77179000,None,-1380000,None,274194000,109646000,65544000,None,44102000,None,186825000,461019000,44102000
2016-12-31,USD,822369000,2755226000,1932857000,1932857000,69162000,422015000,0,753207000,None,-83525000,784000,84309000,None,6195000,None,287002000,8716000,48589000,None,-39873000,None,93025000,380027000,-39873000
2017-12-31,USD,882305000,2944978000,2062673000,2062673000,127775000,456648000,0,754530000,None,-85808000,1897000,87705000,None,-6119000,None,288422000,58689000,-42050000,None,100739000,None,146394000,434816000,100739000
2018-12-31,USD,994752000,3300303000,2305551000,2305551000,182574000,503747000,0,812178000,None,-81094000,2958000,84052000,None,-4510000,None,298625000,94482000,28846000,None,65636000,None,178534000,477159000,65636000
2019-12-31,USD,1024371000,3412190000,2387819000,2387819000,229456000,484054000,None,794915000,None,-78670000,4227000,82897000,None,-2547000,None,300725000,148239000,50499000,None,97740000,None,231136000,531861000,97740000
2020-12-31,USD,1006346000,3144097000,2137751000,2137751000,251336000,451044000,None,755010000,None,-73120000,3462000,76582000,None,-3666000,None,292915000,174550000,39713000,None,134837000,None,251132000,544047000,134837000
2021-12-31,USD,1195729000,3805566000,2609837000,2609837000,347887000,537962000,None,847842000,None,-77657000,77657000,79875000,None,-515000,None,298135000,269715000,66468000,None,203247000,None,349590000,647725000,203247000
2022-12-31,USD,1622675000,5166605000,3543930000,3543930000,634747000,627391000,None,987928000,None,-107663000,107663000,112270000,None,10914000,None,347594000,537998000,126254000,None,411744000,None,650268000,997862000,411744000
2023-12-31,USD,1663028000,5409152000,3746124000,3746124000,612439000,671161000,None,1050589000,None,-108595000,11930000,120525000,None,None,None,365761000,503279000,125423000,None,377856000,None,623804000,989565000,377856000
2024-12-31,USD,1824239000,5889952000,4065713000,4065713000,670232000,739629000,None,1154007000,None,-134964000,19437000,154401000,None,None,None,400922000,533443000,131144000,None,402299000,None,687844000,1088766000,402299000
2025-12-31,USD,1779610000,6030837000,4251227000,4251227000,673372000,752534000,None,1106238000,None,-143104000,143104000,169007000,None,None,None,449622000,527967000,136993000,None,390974000,None,686068000,1135690000,390974000
