fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2020-03-31,USD,None,32930000,-32930000,-32930000,None,None,-32930000,None,None,None,None,None,None,None,65860000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35456000,None,None,None,136400660
2020-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,136400660
2020-09-30,USD,116339712,1339328,1164723,1164723,None,None,115000384,None,None,None,None,None,None,None,None,174605,None,4113342,88342,None,None,None,None,4025000,None,None,None,None,None,88342,None,112226370,None,-51253,406,136400660
2020-12-31,USD,40592000,37858000,36910000,36910000,None,None,2734000,None,None,None,None,0,None,None,0,149727,None,4503000,2754000,1329000,None,None,None,1749000,0,1749000,None,None,1749000,1425000,None,36089000,None,-172243000,1000,136400660
2021-03-31,USD,33061999,29985000,26654000,26654000,None,88000,3076999,2339000,None,None,None,None,None,None,None,3331000,None,7299999,5551000,2095000,None,None,13000,1748999,None,None,None,None,1762000,3443000,None,25762000,None,-184022000,1000,5528551
2021-06-30,USD,526950000,524093000,521936000,521936000,None,150000,2857000,2857000,None,None,None,None,None,None,None,2007000,None,23014000,7864000,3032000,None,None,None,15150000,None,None,None,None,None,4832000,None,503936000,None,-219719000,14000,11696084
2021-09-30,USD,509526000,505202000,62103000,62103000,None,None,4324000,4207000,None,None,None,None,None,None,438102000,4997000,None,15611000,7196000,3172000,None,None,None,8415000,None,None,None,None,None,4024000,239000,493915000,None,-237810000,14000,136456848
2021-12-31,USD,503226000,477172000,35785000,35785000,-872000,872000,26054000,15881000,None,None,None,9483000,None,None,435519000,5868000,None,26192000,11528000,3393000,None,None,859000,14664000,8078000,None,None,None,8078000,7276000,7425000,477034000,None,-267232000,14000,137364475
2022-03-31,USD,476138000,439779000,34984000,34984000,None,None,36359000,11151000,None,None,None,9483000,None,None,399810000,4985000,None,34263000,14045000,4293000,None,None,973000,20218000,16359000,None,None,None,16359000,8779000,15626000,441875000,None,-302407000,14000,138619929
2022-06-30,USD,443252000,405106000,81272000,81272000,None,None,38146000,27973000,None,None,None,9483000,None,None,319398000,4436000,None,29757000,11432000,2370000,None,None,1150000,18325000,17220000,None,None,None,17220000,7912000,16070000,413495000,None,-334821000,14000,139000261
2022-09-30,USD,417983000,378873000,78263000,78263000,None,None,39110000,28930000,None,None,None,9483000,None,None,293811000,6799000,None,30533000,12641000,1775000,None,None,1280000,17892000,17054000,None,None,None,17054000,9586000,15774000,387450000,None,-366534000,14000,139542660
