fiscalDateEnding,reportedEPS
1999-06-30,1.5133
2000-06-30,2.0227
2001-06-30,1.963
2002-06-30,1.6552
2003-06-30,1.3016
2004-06-30,0.8137
2005-06-30,-0.3959
2006-06-30,0.3391
2007-06-30,0.4838
2008-06-30,-0.5405
2009-06-30,-2.529
2010-06-30,-1.59
2011-06-30,-3.5949
2012-06-30,-2.25
2014-06-30,0.66
2015-06-30,0.68
2016-06-30,1.07
2017-06-30,0.69
2018-06-30,-0.91
2019-06-30,-3.39
2020-06-30,0.26
2021-06-30,-2.7
2022-06-30,-0.89
2023-06-30,-4.02
2024-06-30,-0.18
2025-06-30,-0.4932
2026-03-31,-0.3361
