fiscalDateEnding,reportedEPS
1996-12-31,0.52
1997-12-31,0.6
1998-12-31,0.67
1999-12-31,0.76
2000-12-31,0.85
2001-12-31,0.97
2002-12-31,1.11
2003-12-31,1.24
2004-12-31,1.22
2005-12-31,1.34
2006-12-31,1.46
2007-12-31,1.7
2008-12-31,1.94
2009-12-31,2.2
2010-12-31,2.43
2011-12-31,2.52
2012-12-31,2.69
2013-12-31,2.84
2014-12-31,2.93
2015-12-31,2.81
2016-12-31,2.81
2017-12-31,2.87
2018-12-31,2.97
2019-12-31,2.83
2020-12-31,3.05
2021-12-31,3.2
2022-12-31,2.97
2023-12-31,3.23
2024-12-31,3.59
2025-12-31,3.69
2026-03-31,0
