fiscalDateEnding,reportedEPS
1996-05-31,0.53
1997-05-31,0.64
1998-05-31,0.75
1999-05-31,0.96
2000-05-31,1.15
2001-05-31,1.3
2002-05-31,1.36
2003-05-31,1.45
2004-05-31,1.59
2005-05-31,1.74
2006-05-31,1.94
2007-05-31,2.09
2008-05-31,2.15
2009-05-31,1.83
2010-05-31,1.49
2011-05-31,1.68
2012-05-31,2.27
2013-05-31,2.52
2014-05-31,2.78
2015-05-31,3.35
2016-05-31,4.09
2017-05-31,4.25
2018-05-31,5.9
2019-05-31,7.6
2020-05-31,8.1
2021-05-31,10.24
2022-05-31,11.37
2023-05-31,12.98
2024-05-31,15.14
2025-05-31,4.41
2026-02-28,3.65
