fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2011-12-31,USD,265500000,None,None,None,None,None,25500000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,218100000
2012-03-31,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46300000
2012-06-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,57800000
2012-09-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56800000
2012-12-31,USD,71800000,None,None,None,None,11200000,5500000,None,-600000,None,-5500000,-75800000,None,None,None,None,None,None,None,None,None,None,None,None,1500000,None,None,63700000
2013-03-31,USD,400000,None,None,None,None,11700000,5300000,None,None,None,-4100000,18200000,None,None,None,None,None,None,None,None,None,None,None,None,1800000,None,None,41200000
2013-06-30,USD,58800000,None,None,None,None,11200000,3400000,None,-8300000,None,-2800000,-54100000,None,None,None,None,None,None,None,None,None,None,None,None,2100000,None,None,63800000
2013-09-30,USD,98400000,None,None,None,None,11300000,3300000,None,-11700000,None,19300000,-88000000,None,None,None,None,None,None,None,None,None,None,None,None,1700000,None,None,-69200000
2013-12-31,USD,66300000,None,None,None,None,11900000,8200000,None,3900000,None,-31100000,-168500000,None,None,None,None,30000000,30000000,None,None,None,None,1300000,None,2800000,None,None,8500000
2014-03-31,USD,-900000,None,None,None,None,12200000,9200000,None,0,None,-14300000,-3400000,None,None,None,None,7200000,7200000,None,None,None,None,0,None,3500000,-22000000,-3400000,37600000
2014-06-30,USD,64700000,None,None,None,None,12200000,16800000,None,0,None,6100000,-82400000,None,None,None,None,7700000,7700000,None,None,None,None,-30300000,None,3500000,-12200000,-600000,55600000
2014-09-30,USD,108200000,None,None,None,None,12100000,13800000,None,0,None,-12700000,-34800000,None,None,None,None,7700000,7700000,None,None,None,None,-20000000,None,3200000,58200000,-2500000,67700000
2014-12-31,USD,83900000,None,None,None,None,12300000,11700000,8000000,3400000,None,-13900000,-29400000,None,None,None,None,7400000,7400000,None,None,None,None,14100000,None,3800000,39100000,-1500000,22800000
2015-03-31,USD,4400000,None,None,None,None,12100000,9400000,None,0,None,-14400000,-46700000,None,None,None,None,9500000,9500000,None,None,None,None,-30000000,None,4000000,-60900000,-4200000,43900000
2015-06-30,USD,28800000,None,None,None,None,12700000,9200000,None,0,None,-52100000,-5900000,None,None,None,None,9600000,9600000,None,None,None,None,0,None,3400000,-28600000,600000,65000000
2015-09-30,USD,92300000,None,None,None,None,12700000,8700000,None,0,None,-467900000,353500000,None,None,None,None,9600000,9600000,None,None,None,None,0,None,2800000,-25800000,-3700000,-26200000
2015-12-31,USD,131500000,None,None,None,None,15700000,7900000,13500000,-5800000,None,600000,-105900000,None,None,None,None,9600000,9600000,None,None,None,None,11000000,None,4600000,24500000,-1700000,72000000
2016-03-31,USD,-800000,None,None,None,None,16400000,7400000,None,0,None,-2800000,-74800000,None,None,None,None,11400000,11400000,None,None,None,None,-30000000,None,4800000,-74200000,4200000,58800000
2016-06-30,USD,102000000,None,None,None,None,17100000,9100000,None,0,None,-35700000,-20200000,None,None,None,None,11500000,11500000,None,None,None,None,-400000,None,4400000,43600000,-2500000,95400000
2016-09-30,USD,77200000,None,None,None,None,17200000,9900000,None,0,None,-10800000,-21000000,None,None,None,None,11600000,11600000,None,None,None,None,0,None,5000000,45400000,None,2000000
2016-12-31,USD,199100000,None,None,None,None,16200000,16100000,19800000,-15600000,None,-14700000,-80000000,None,None,None,None,11500000,11500000,None,None,None,None,-55100000,None,3200000,97900000,-6500000,75000000
2017-03-31,USD,-40900000,None,None,None,None,16500000,7800000,None,0,None,-27800000,-56000000,None,None,None,None,15200000,15200000,None,None,None,None,-30000000,None,6100000,-122800000,1900000,68700000
2017-06-30,USD,104900000,None,None,None,None,16200000,13600000,None,0,None,1900000,-54500000,None,None,None,None,15200000,15200000,None,None,None,None,-30000000,None,4600000,55900000,3600000,105800000
2017-09-30,USD,106000000,None,None,None,None,17200000,12300000,None,0,None,-10200000,-8200000,None,None,None,None,15200000,15200000,None,None,None,None,120000000,None,4400000,89400000,1800000,90100000
2017-12-31,USD,177200000,None,None,None,None,17000000,15600000,22700000,-4400000,None,-14100000,-32200000,None,None,None,None,15300000,15300000,None,None,None,None,7200000,None,3800000,131300000,400000,9600000
2018-03-31,USD,-10100000,None,None,None,None,22500000,8700000,None,0,None,-284900000,-20900000,None,None,None,None,19700000,19700000,None,None,None,None,-30000000,None,6600000,-314400000,1500000,72400000
2018-06-30,USD,128800000,None,None,None,None,23000000,12200000,None,-19700000,None,-16400000,-69500000,None,None,None,None,20000000,20000000,None,None,None,None,0,None,5500000,37800000,-5100000,114000000
2018-09-30,USD,141700000,None,None,None,None,20300000,10900000,None,-19700000,None,-107400000,-26500000,None,None,None,None,19900000,19900000,None,None,None,None,0,None,5300000,6900000,-900000,116100000
2018-12-31,USD,197400000,None,None,None,None,20400000,17300000,8600000,-19700000,None,-35100000,-66500000,None,None,None,None,19800000,19800000,None,None,None,None,-37300000,None,1400000,100300000,None,132900000
2019-03-31,USD,-12600000,None,None,None,None,20700000,12300000,None,5400000,None,-17700000,-99200000,None,None,None,None,25200000,25200000,None,None,None,None,-63800000,None,10100000,-130000000,-500000,80300000
2019-06-30,USD,119600000,None,None,None,None,20700000,17000000,None,5400000,None,-18500000,-101400000,None,None,None,None,25300000,25300000,None,None,None,None,-69800000,None,4700000,600000,900000,109400000
2019-09-30,USD,172400000,None,None,None,None,21200000,20100000,None,5400000,None,-19800000,-73800000,None,None,None,None,25000000,25000000,None,None,None,None,-46100000,None,3600000,75100000,-3700000,131700000
2019-12-31,USD,208800000,None,None,None,None,20400000,16200000,-6000000,5400000,None,-21600000,-67800000,None,None,None,None,25100000,25100000,None,None,None,None,-46300000,None,5200000,122700000,None,80700000
2020-03-31,USD,30800000,None,None,None,None,19800000,11800000,None,-7800000,None,-18800000,-116800000,None,None,None,None,29000000,29000000,None,None,None,None,-94100000,None,7400000,-110000000,-5200000,500000
2020-06-30,USD,97200000,None,None,None,None,19900000,12600000,None,-7800000,None,-11800000,-32400000,None,None,None,None,29700000,29700000,None,None,None,None,17211,None,3800000,55600000,2600000,73700000
