fiscalDateEnding,reportedEPS
1996-11-30,0.56
1997-11-30,0.66
1998-11-30,0.46
1999-11-30,0.42
2000-11-30,0.5
2001-11-30,0.57
2002-11-30,0.65
2003-11-30,0.71
2004-11-30,0.77
2005-11-30,0.82
2006-11-30,0.87
2007-11-30,0.98
2008-11-30,1.08
2009-11-30,1.17
2010-11-30,1.34
2011-11-30,1.4
2012-11-30,1.53
2013-11-30,1.58
2014-11-30,1.66
2015-11-30,1.75
2016-11-30,1.91
2017-11-30,2.12
2018-11-30,2.49
2019-11-30,2.68
2020-11-30,2.84
2021-11-30,3.05
2022-11-30,2.53
2023-11-30,2.69
2024-11-30,2.95
2025-11-30,3
2026-02-28,0.66
