fiscalDateEnding,reportedEPS
1996-05-31,0.5
1997-05-31,0.24
1998-05-31,0.46
1999-05-31,0.64
2000-05-31,0.88
2001-05-31,1.07
2002-05-31,1.29
2003-05-31,1.31
2004-05-31,1.5
2005-05-31,1.79
2006-05-31,2.15
2007-05-31,2.4
2008-05-31,2.78
2009-05-31,2.75
2010-05-31,2.88
2011-05-31,3.42
2012-05-31,3.59
2013-05-31,3.23
2014-05-31,2.4
2015-05-31,2.67
2016-05-31,3.53
2017-05-31,4.02
2018-05-31,4.82
2019-05-31,5.82
2020-05-31,3.16
2021-05-31,4.31
2022-05-31,7.44
2023-05-31,8.01
2024-05-31,8.89
2025-05-31,9.56
2026-02-28,7
