fiscalDateEnding,reportedEPS
1996-12-31,3.54
1997-12-31,5.53
1998-12-31,5.28
1999-12-31,5.83
2000-12-31,4.91
2001-12-31,-0.46
2002-12-31,0.45
2003-12-31,1.13
2004-12-31,2.13
2005-12-31,1.25
2006-12-31,-1.51
2007-12-31,-0.17
2008-12-31,-3.1
2009-12-31,-0.27
2010-12-31,1.92
2011-12-31,1.93
2012-12-31,1.4
2013-12-31,1.62
2014-12-31,1.15
2015-12-31,1.73
2016-12-31,1.76
2017-12-31,1.77
2018-12-31,1.29
2019-12-31,1.18
2020-12-31,0.41
2021-12-31,1.79
2022-12-31,1.87
2023-12-31,2.03
2024-12-31,1.84
2025-12-31,1.09
2026-03-31,0.66
