fiscalDateEnding,reportedEPS
1996-05-31,0.5
1997-05-31,1.51
1998-05-31,1.96
1999-05-31,2.12
2000-05-31,2.33
2001-05-31,2.26
2002-05-31,2.39
2003-05-31,2.74
2004-05-31,3.52
2005-05-31,4.78
2006-05-31,5.98
2007-05-31,6.67
2008-05-31,5.83
2009-05-31,3.76
2010-05-31,3.8
2011-05-31,4.9
2012-05-31,6.57
2013-05-31,6.2
2014-05-31,6.79
2015-05-31,8.91
2016-05-31,10.81
2017-05-31,12.3
2018-05-31,16.13
2019-05-31,15.53
2020-05-31,9.5
2021-05-31,18.18
2022-05-31,20.66
2023-05-31,14.97
2024-05-31,17.81
2025-05-31,18.23
2026-02-28,13.9
