fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-02-28,USD,1084000000,None,None,None,None,391000000,530000000,None,-19000000,None,-523000000,-226000000,None,None,None,None,25000000,25000000,None,None,None,None,-2000000,None,None,None,None,428000000
2006-05-31,USD,1457000000,None,None,None,None,403000000,662000000,None,-4000000,None,-642000000,1000000,None,None,None,None,24000000,24000000,None,None,None,None,-6000000,None,-79000000,None,None,568000000
2006-08-31,USD,665000000,None,None,None,None,399000000,699000000,None,-13000000,None,-694000000,782000000,None,None,None,None,28000000,28000000,None,None,None,None,999000000,None,None,None,None,475000000
2006-11-30,USD,683000000,None,None,None,None,430000000,760000000,None,-25000000,None,-1517000000,-1000000,None,None,None,None,27000000,27000000,None,None,None,None,None,None,None,None,None,511000000
2007-02-28,USD,756000000,None,None,None,None,449000000,653000000,None,-8000000,None,-857000000,16000000,None,None,None,None,28000000,28000000,None,None,None,None,55000000,None,None,None,None,420000000
2007-05-31,USD,1459000000,None,None,None,None,464000000,770000000,None,-39000000,None,-1056000000,-604000000,None,None,None,None,27000000,27000000,None,None,None,None,-1054000000,None,103000000,None,None,610000000
2007-08-31,USD,803000000,None,None,None,None,473000000,1537000000,None,-32000000,None,-771000000,-489000000,None,None,None,None,31000000,31000000,None,None,None,None,None,None,29000000,None,None,494000000
2007-11-30,USD,475000000,None,None,None,None,482000000,791000000,None,495000000,None,-731000000,-26000000,None,None,None,None,31000000,31000000,None,None,None,None,None,None,None,None,None,479000000
2008-02-29,USD,913000000,None,None,None,None,492000000,643000000,None,-189000000,None,-625000000,-107000000,None,None,None,None,31000000,31000000,None,None,None,None,None,None,23000000,None,None,393000000
2008-05-31,USD,1293000000,None,None,None,None,499000000,791000000,None,-281000000,None,-770000000,5000000,None,None,None,None,31000000,31000000,None,None,None,None,None,None,-33000000,None,None,1125000000
2008-08-31,USD,698000000,None,None,None,None,492000000,636000000,None,None,None,-621000000,-30000000,None,None,None,None,34000000,34000000,None,None,None,None,-5000000,None,33000000,None,None,384000000
2008-11-30,USD,757000000,None,None,None,None,491000000,751000000,None,None,None,-736000000,-30000000,None,None,None,None,34000000,34000000,None,None,None,None,498000000,None,23000000,None,None,493000000
2009-02-28,USD,766000000,None,None,None,None,496000000,600000000,None,None,None,-595000000,960000000,None,None,None,None,35000000,35000000,None,None,None,None,1508000000,None,22000000,None,None,97000000
2009-05-31,USD,532000000,None,None,None,None,496000000,472000000,None,None,None,-431000000,-500000000,None,None,None,None,34000000,34000000,None,None,None,None,-2001000000,None,21000000,None,None,-876000000
2009-08-31,USD,898000000,None,None,None,None,495000000,880000000,None,123000000,None,-854000000,-550000000,None,None,None,None,34000000,34000000,None,None,None,None,0,None,35000000,None,None,181000000
2009-11-30,USD,459000000,None,None,None,None,487000000,669000000,None,0,None,-662000000,-131000000,None,None,None,None,35000000,35000000,None,None,None,None,0,None,23000000,None,None,345000000
2010-02-28,USD,551000000,None,None,None,None,488000000,432000000,None,0,None,-434000000,-25000000,None,None,None,None,34000000,34000000,None,None,None,None,-12000000,None,22000000,None,None,239000000
2010-05-31,USD,1230000000,None,None,None,None,488000000,835000000,None,-123000000,None,-831000000,14000000,None,None,None,None,35000000,35000000,None,None,None,None,12000000,None,21000000,None,None,419000000
2010-08-31,USD,796000000,None,None,None,None,479000000,1012000000,38000000,60000000,None,-1009000000,-41000000,None,None,None,None,38000000,38000000,None,None,None,None,-8000000,None,34000000,-243000000,11000000,380000000
2010-11-30,USD,1215000000,None,None,None,None,502000000,1047000000,-117000000,0,None,-1043000000,-18000000,None,None,None,None,38000000,38000000,None,None,None,None,17000000,None,22000000,168000000,14000000,283000000
2011-02-28,USD,446000000,None,None,None,None,493000000,644000000,-205000000,0,None,-732000000,-241000000,None,None,None,None,37000000,37000000,None,None,None,None,39000000,None,22000000,-518000000,9000000,231000000
2011-05-31,USD,1584000000,None,None,None,None,499000000,731000000,-116000000,0,None,-635000000,13000000,None,None,None,None,38000000,38000000,None,None,None,None,-43000000,None,20000000,969000000,7000000,558000000
2011-08-31,USD,860000000,None,None,None,None,509000000,1110000000,-41000000,1000000,None,-1216000000,-26000000,None,None,None,None,41000000,41000000,None,None,None,None,-28000000,None,37000000,-369000000,13000000,464000000
