fiscalDateEnding,reportedEPS
1996-08-31,0.24
1997-08-31,0.17
1998-08-31,0.41
1999-08-31,1
2000-08-31,1.11
2001-08-31,0.94
2002-08-31,1.37
2003-08-31,1.32
2004-08-31,2.16
2005-08-31,1.97
2006-08-31,1.37
2007-08-31,1.33
2008-08-31,0.09
2009-08-31,-1.27
2010-08-31,0.35
2011-08-31,0.4
2012-08-31,0.28
2013-08-31,1.13
2014-08-31,1.63
2015-08-31,1.53
2016-08-31,1.69
2017-08-31,2.2
2018-08-31,3.15
2019-08-31,3.55
2020-08-31,2.59
2021-08-31,8.54
2022-08-31,13.8
2023-08-31,7.67
2024-08-31,3.4
2025-08-31,1.68
2026-02-28,0.46
