fiscalDateEnding,reportedEPS
1996-12-31,1.3405
1997-12-31,1.6153
1998-12-31,2
1999-12-31,1.89
2000-12-31,1.76
2001-12-31,1.68
2002-12-31,1.55
2003-12-31,1.75
2004-12-31,1.97
2005-12-31,2.25
2006-12-31,2.67
2007-12-31,3.19
2008-12-31,2.92
2009-12-31,2.12
2010-12-31,2.61
2011-12-31,3.38
2012-12-31,3.75
2013-12-31,4.18
2014-12-31,4.45
2015-12-31,4.13
2016-12-31,4.23
2017-12-31,4.53
2018-12-31,5.98
2019-12-31,6.01
2020-12-31,3.84
2021-12-31,6.52
2022-12-31,7.88
2023-12-31,4.17
2024-12-31,4.27
2025-12-31,4.06
2026-03-31,0
