fiscalDateEnding,reportedEPS
1996-12-31,1.09
1997-12-31,1.36
1998-12-31,1.31
1999-12-31,1.44
2000-12-31,0.8
2001-12-31,1.19
2002-12-31,1.67
2003-12-31,2.16
2004-12-31,2.93
2005-12-31,3.17
2006-12-31,2.82
2007-12-31,3.55
2008-12-31,2.1
2009-12-31,1.32
2010-12-31,1.69
2011-12-31,0.74
2012-12-31,2.4
2013-12-31,2.81
2014-12-31,2.66
2015-12-31,3.56
2016-12-31,3.07
2017-12-31,2.74
2018-12-31,3.35
2019-12-31,4.21
2020-12-31,3.28
2021-12-31,6.41
2022-12-31,4.23
2023-12-31,6.04
2024-12-31,7.57
2025-12-31,7.95
2026-03-31,0
