fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2020-03-31,USD,1169234,2666857,1497623,1497623,139036,999377,None,1030198,None,None,None,60380,None,None,None,30821,78656,60380,None,None,None,139036,169857,78656
2020-06-30,USD,695448,1720604,1025156,1025156,-824,664207,None,696272,None,-22700,None,22700,None,None,None,32065,-23524,22700,None,-23524,None,-824,31241,-23524
2020-09-30,USD,699930,2498218,1798288,1798288,-247558,914420,0,947488,None,-32624,None,32624,None,None,None,33068,-200524,-47034,None,-200524,None,-167900,-134832,-200524
2020-12-31,USD,2209691,4177940,1968249,1968249,830180,1319737,None,1379511,None,-62880,None,62880,None,None,None,366917,1316469,-628827,None,1316469,None,1379349,1746266,1316469
2021-03-31,USD,1487906,3207643,1719737,1719737,154762,1286621,None,1333144,None,-17712,None,17712,None,None,None,46523,131949,22813,None,131949,None,149661,196184,131949
2021-06-30,USD,1316144,3297571,1981427,1981427,-116933,1378602,None,1433077,None,-17441,None,17441,None,None,None,54475,50851,-167784,None,50851,None,68292,122767,50851
2021-09-30,USD,1610076,4118246,2508170,2508170,-322534,1840428,61091,1932610,None,-50315,None,50315,None,None,None,31091,-383277,60743,None,-383277,None,-332962,-301871,-383277
2021-12-31,USD,1861660,5150710,3289050,3289050,-1346016,2991222,150020,3207676,None,-51241,None,51241,None,None,None,66434,-810532,-535484,None,-810532,None,-759291,-692857,-810532
2022-03-31,USD,2434354,5886000,3451646,3451646,-1048153,3180870,221545,3482507,None,-39816,24,39840,None,None,None,80092,-1191317,143164,None,-1191317,None,-1151477,-1071385,-1191317
2022-06-30,USD,3447212,8519613,5072401,5072401,-471979,3624567,174807,3919191,None,-10815,32901,43716,None,None,None,119817,-538782,46348,None,-538782,None,-495066,-375249,-538782
2022-09-30,USD,3334074,8812021,5477947,5477947,-856960,3734496,283936,4191034,None,-21920,30958,52878,None,None,None,172602,-887109,30149,None,-887109,None,-834231,-661629,-700029
2022-12-31,USD,1441166,8770090,7328924,7328924,-3644616,4643298,261245,5085782,None,-16203,11518,27721,None,None,None,181239,-3176206,-258443,None,-3176206,None,-3148485,-2967246,-2707124
2023-03-31,USD,1609558,8877215,7267657,7267657,-2369523,3058157,702648,3979081,None,-29508,22430,51938,None,None,None,218276,-1828465,-1166772,None,-1828465,None,-1776527,-1558251,-1166772
2023-06-30,USD,935715,8124632,7188917,7188917,-3044227,3433907,261473,3979942,None,-53584,16543,70127,None,None,None,284564,-1903743,-1334643,None,-1903743,None,-1833616,-1549052,-1334643
2023-09-30,USD,2193405,8076544,5883140,5883140,-2779423,262426,63867,4972828,None,32648,32648,0,None,None,None,341826,-2444009,-341826,None,-2444009,None,-2444008,-2102182,-1861735
2023-12-31,USD,1803479,8445010,6641531,6641531,-3794126,4575815,513072,5597605,None,-122342,14708,107634,None,None,None,508718,-3605979,-776951,None,-3605979,None,-3498345,-2989627,-2829026
2024-03-31,USD,277313,5276343,4999030,4999030,-2543207,2245548,149691,2820520,None,-64373,2577,66950,None,None,None,425281,-2335195,-1686227,None,-2335194,None,-2268245,-1842964,-1686228
2024-06-30,USD,202340,4326821,4124481,4124481,-4659076,2407674,344784,4861416,None,-49636,5302,54938,None,None,None,674134,-4519196,-2945701,None,-4519196,None,-4464258,-3790124,-2945701
2024-09-30,USD,-145657,2901318,3046975,3046975,-2989230,403387,89403,2843573,None,42384,99418,57034,None,None,None,440458,-3009907,-2512165,None,-3009907,None,-2952874,-2512416,-2512165
2024-12-31,USD,-1085421,1884035,2969456,2969456,-4360256,2705227,2501,3274835,None,-416,43256,43672,None,None,None,444520,-4145608,None,None,-4145608,None,-4101936,-3657416,-3901877
2025-03-31,USD,537114,3612291,3075177,3075177,-1679094,1711525,0,2216208,None,19430,55633,36203,None,None,None,441672,-1610240,None,None,-1610240,None,-1574037,-1132365,-1610240
2025-06-30,USD,654053,4755618,4101565,4101565,-1675806,1850883,0,2329859,None,20126,39682,19556,None,None,None,620697,-1654071,None,None,-1654071,None,-1634515,-1013818,-1654071
2025-09-30,USD,-45229,3428977,3474206,3474206,-2776695,206798,0,2731466,None,20289,32870,12581,None,None,None,419825,-2755513,None,None,-2755513,None,-2742932,-2323107,-2755513
2025-12-31,USD,-336015,3022244,3358259,3358259,-2594027,2258012,0,2258012,None,57569,70458,12889,None,None,None,447182,-2587449,None,None,-2587449,None,-2574560,-2127378,-2587449
