fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2006-10-31,USD,206652000,133709000,26247000,26247000,14121000,10191000,72943000,48136000,None,None,None,None,None,None,81286000,1864000,None,95192000,27841000,12508000,None,None,653000,67351000,None,302000,None,None,1331000,6418000,None,100795000,-158000,-369255000,5000,354489
2007-10-31,USD,253188000,201005000,92997000,92997000,29581000,12629000,52183000,39612000,None,None,None,None,None,None,60634000,5164000,None,107282000,42318000,12397000,None,None,924000,64964000,None,176000,None,None,1537000,8511000,None,134022000,-126000,-437929000,7000,430486
2008-10-31,USD,185476000,118020000,38043000,38043000,24523000,16096000,67456000,38259000,None,None,None,None,None,None,30406000,8952000,None,125111000,58414000,17011000,None,None,795000,66697000,None,3764000,None,None,4870000,11023000,None,47058000,-90000,-531286000,7000,476181
2009-10-31,USD,162688000,119679000,57823000,57823000,25433000,22920000,43009000,32394000,None,None,None,None,None,None,7004000,6499000,None,116370000,42501000,10068000,None,None,997000,74484000,None,3974000,None,None,5407000,13808000,None,31342000,-53000,-600575000,8000,502724
2010-10-31,USD,150529000,102209000,20467000,20467000,33404000,18066000,48320000,26679000,None,None,None,None,None,None,25019000,5253000,None,142842000,54038000,10267000,None,None,976000,88804000,None,3699000,None,None,5032000,17296000,None,8350000,-53000,-655623000,11000,652257
2011-10-31,USD,183630000,132948000,51415000,51415000,40101000,21950000,50682000,23925000,None,0,0,0,None,10466000,12016000,7466000,None,198005000,114165000,14247000,None,None,5056000,83840000,None,4105000,None,None,9161000,30748000,12878000,-14375000,53000,-701336000,13000,864563
2012-10-31,USD,191485000,145926000,46879000,46879000,47701000,35984000,50859000,23258000,None,0,0,0,None,6115000,0,9587000,None,117500000,84897000,12457000,None,None,5161000,92460000,None,16481000,None,None,9136000,19313000,17070000,74366000,53000,-736831000,18000,1149106
2013-10-31,USD,237636000,189329000,67696000,67696000,56185000,49116000,48307000,24225000,None,9592000,9592000,4075000,None,None,5053000,15854000,None,190971000,106263000,24535000,None,None,6931000,84708000,None,57220000,None,None,59606000,22940000,65945000,47445000,-53000,-771189000,20000,1295312
2014-10-31,USD,280636000,203121000,83710000,83710000,55895000,64904000,63605000,26609000,None,9592000,9592000,4075000,None,None,5523000,12522000,None,122330000,61151000,22969000,None,None,1439000,47269000,None,22509000,2400000,None,14806000,13027000,26564000,159844000,-95000,-809314000,29000,1706160
2015-10-31,USD,277231000,203898000,58852000,58852000,65754000,60790000,73333000,29002000,None,9592000,9592000,4075000,None,None,6288000,12214000,None,122620000,74888000,15745000,None,None,7358000,47732000,None,25086000,8181000,None,32444000,19998000,25086000,154611000,78000,-838673000,3000,2043612
