fiscalDateEnding,reportedEPS
1996-12-31,-5.12
1998-12-31,-0.4215
1999-12-31,0.97
2000-12-31,0.53
2001-12-31,0.63
2002-12-31,0.83
2003-12-31,0.57
2004-12-31,0.44
2005-12-31,0.29
2006-12-31,-0.06
2007-12-31,-0.12
2008-12-31,-1.03
2009-12-31,-0.92
2010-12-31,-0.52
2011-12-31,0.1684
2012-12-31,0.52
2013-12-31,-0.1574
2014-12-31,-0.07
2015-12-31,-1.64
2016-12-31,-1.22
2017-12-31,-0.57
2018-12-31,-0.29
2019-12-31,-0.15
2020-12-31,0.0136
2021-12-31,0.12
2022-12-31,-0.1167
2023-12-31,-0.0779
2024-12-31,-0.0258
2025-12-31,-0.2855
