fiscalDateEnding,reportedEPS
1996-12-31,1.34
1997-12-31,1.5
1998-12-31,1.58
1999-12-31,0.6
2000-12-31,0.64
2001-12-31,0.56
2002-12-31,0.68
2003-12-31,0.75
2004-12-31,0.91
2005-12-31,1.09
2006-12-31,1.38
2007-12-31,1.58
2008-12-31,1.43
2009-12-31,1.3
2010-12-31,1.47
2011-12-31,1.61
2012-12-31,2.16
2013-12-31,2.53
2014-12-31,2.98
2015-12-31,3.72
2016-12-31,4.17
2017-12-31,4.9
2018-12-31,6.17
2019-12-31,7.03
2020-12-31,8.19
2021-12-31,8.14
2022-12-31,8.74
2023-12-31,10.34
2024-12-31,11.33
2025-12-31,11.45
2026-03-31,0
