fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,51769000,None,None,None,None,20598000,12931000,None,-20332000,None,-75117000,-14204000,None,None,None,None,5654000,5654000,None,None,None,None,-9164000,None,-352000,None,None,9420000
2007-12-31,USD,59326000,None,None,None,None,19467000,6714000,None,19958000,None,-11067000,-36920000,None,None,None,None,5507000,5507000,None,None,None,None,-11668000,None,-33000,None,None,16285000
2008-12-31,USD,30667000,None,None,None,None,21467000,12613000,None,20229000,None,-12400000,-29725000,None,None,None,None,5510000,5510000,None,None,None,None,None,None,4990000,None,None,-124654000
2009-12-31,USD,-7014000,None,None,None,None,19585000,981000,None,41095000,None,-681000,-20963000,None,None,None,None,None,None,None,None,None,None,-2638000,None,3382000,None,None,-101765000
2010-12-31,USD,-30691000,None,None,None,None,16855000,1782000,None,-59062000,None,31000,50752000,None,None,None,None,None,None,None,None,None,None,-47911000,None,3489000,None,None,-141760000
2011-12-31,USD,-1167000,None,None,None,None,15591000,7264000,-14366000,-78683000,None,-7247000,7190000,None,None,None,None,849243000,849243000,None,None,None,None,-533000,None,3398000,-1224000,None,15042000
2012-12-31,USD,76017000,None,None,None,None,25565000,14916000,1180000,41696000,None,-380821000,366277000,None,None,None,None,0,0,None,None,None,None,-564000,None,5149000,61473000,None,105631000
2013-12-31,USD,128669000,None,None,None,None,38336000,18352000,-23691000,6260000,None,-31532000,-65324000,None,None,None,None,0,0,None,None,None,None,-35000,None,7480000,31813000,None,46529000
2014-12-31,USD,92635000,None,None,None,None,38829000,19957000,-14848000,3116000,None,-15757000,-44027000,None,None,None,None,15315000,15315000,None,None,None,None,-1497000,None,7833000,32851000,None,60930000
2015-12-31,USD,131795000,None,None,None,None,37998000,20847000,-17618000,10162000,None,-7644000,-91411000,None,None,None,None,15315000,15315000,None,None,None,None,-61757000,None,10010000,32740000,None,104289000
2016-12-31,USD,178750000,None,None,None,None,36770000,20342000,-809000,24969000,None,-17309000,-176827000,None,None,None,None,15315000,15315000,None,None,None,None,-79556000,None,12038000,-15386000,None,119433000
2017-12-31,USD,144379000,None,None,None,None,35053000,26056000,31943000,-13158000,None,-332240000,215915000,None,None,None,None,15315000,15315000,None,None,None,None,-74491000,None,10429000,28054000,None,111422000
2018-12-31,USD,112471000,None,None,None,None,40683000,34009000,-39539000,-18713000,None,-13173000,-158129000,None,None,None,None,17768000,17768000,None,None,None,None,-58383000,None,10169000,-58831000,None,69421000
2019-12-31,USD,146284000,None,None,None,None,42357000,37645000,8327000,-2510000,None,-36860000,-101598000,None,None,None,None,17797000,17797000,None,None,None,None,-33707000,None,9036000,7826000,None,89575000
2020-12-31,USD,124134000,None,None,None,None,47970000,20131000,71436000,21099000,None,-3016000,-43957000,None,None,None,None,17324000,17324000,None,None,None,None,-18895000,None,4509000,77161000,None,-97412000
2021-12-31,USD,-7470000,None,None,None,None,48842000,49105000,-80879000,-74804000,None,-27076000,-111353000,None,None,None,None,16435000,16435000,None,None,None,None,-66731000,None,7059000,-145899000,None,1164000
2022-12-31,USD,124084000,None,None,None,None,46969000,57086000,-79066000,-6249000,None,-55305000,-82312000,None,None,None,None,16020000,16020000,None,None,None,None,-34285000,None,9746000,-13533000,None,112770000
2023-12-31,USD,319606000,None,None,None,None,45320000,98093000,None,-23765000,None,-106039000,-92541000,None,None,None,None,15861000,15861000,None,None,None,None,-76206000,None,11799000,None,None,231252000
2024-12-31,USD,117272000,None,None,None,None,56985000,72188000,None,8810000,None,-94788000,-86271000,None,None,None,None,14779000,14779000,None,None,None,None,-70912000,None,11309000,None,None,-284071000
2025-12-31,USD,11666000,None,None,None,None,58735000,24711000,None,77672000,None,-92683000,-2544000,None,None,None,None,13782000,13782000,None,None,None,None,-33772000,None,11476000,None,None,211639000
