fiscalDateEnding,reportedEPS
1996-12-31,0.21
1997-12-31,0.73
1998-12-31,1.43
1999-12-31,1.52
2000-12-31,0.87
2001-12-31,-7.59
2002-12-31,-2.44
2003-12-31,0.09
2004-12-31,1.8
2005-12-31,2.08
2006-12-31,0.27
2007-12-31,0.39
2008-12-31,-1.17
2009-12-31,-2.37
2010-12-31,-0.7
2011-12-31,0.24
2012-12-31,0.95
2013-12-31,0.69
2014-12-31,0.89
2015-12-31,1.5
2016-12-31,1.85
2017-12-31,1.38
2018-12-31,1.44
2019-12-31,1.63
2020-12-31,0.1472
2021-12-31,0.56
2022-12-31,2.27
2023-12-31,4.83
2024-12-31,1.22
2025-12-31,-2.17
2026-03-31,-1.17
