fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2016-03-31,USD,6000,106000,100000,100000,-2561000,1197000,1370000,2567000,None,None,None,4000,None,None,None,55000,-2569000,4000,None,None,None,-2561000,-2506000,-2569000
2016-06-30,USD,16000,116000,100000,100000,-2492000,1202000,1306000,2508000,None,None,None,None,None,None,None,14000,-2457000,-35000,None,None,None,-2492000,-2478000,-2457000
2016-09-30,USD,105000,105000,None,None,-2485000,1354000,1236000,2590000,None,None,None,2000,None,None,None,81000,-2507000,22000,None,None,None,-2485000,-2404000,-2507000
2016-12-31,USD,72000,72000,1007000,1007000,-4571000,2917000,1726000,4643000,None,None,None,1000,None,None,None,195000,-4553000,10000,None,None,None,-4552000,-4357000,-4553000
2017-03-31,USD,55000,55000,None,None,-2789000,1578000,1266000,2844000,None,None,None,14000,None,None,None,133000,-2832000,14000,None,None,None,-2789000,-2656000,-2832000
2017-06-30,USD,223000,223000,None,None,-3240000,2010000,1453000,3463000,None,None,None,30000,None,None,None,135000,-3395000,155000,None,None,None,-3240000,-3105000,-3395000
2017-09-30,USD,44000,44000,None,None,-12947000,6553000,6438000,12991000,None,None,None,None,None,None,None,146000,-12904000,-43000,None,None,None,-12947000,-12801000,-12904000
2017-12-31,USD,186000,186000,1060000,1060000,-6813000,4600000,2399000,6999000,None,None,None,5000,None,None,None,137000,-6849000,-154000,None,None,None,-6844000,-6707000,-6849000
2018-03-31,USD,11000,11000,None,None,-4296000,3214000,1093000,4307000,None,None,None,68000,None,None,None,156000,-4370000,74000,None,None,None,-4290000,-4134000,-4370000
2018-06-30,USD,196000,196000,None,None,-7492000,4595000,3093000,7688000,None,None,None,317000,None,None,None,215000,-7576000,84000,None,None,None,-7480000,-7265000,-7576000
2018-09-30,USD,27000,27000,None,None,-7699000,4419000,3307000,7726000,None,None,None,349000,None,None,None,356000,-7483000,-216000,None,None,None,-7133000,-6777000,-7483000
