fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,60474000,None,None,None,None,22923000,53654000,None,-345000,None,None,1478000,None,None,None,None,4291000,4291000,None,None,None,None,None,None,2720000,None,None,50814000
2006-03-31,USD,77326000,None,None,None,None,23385000,117246000,None,-2339000,None,-191801000,8052000,None,None,None,None,4333000,4333000,None,None,None,None,None,None,None,None,None,64573000
2006-06-30,USD,80115000,None,None,None,None,25076000,151673000,None,-445000,None,-163365000,2196000,None,None,None,None,4336000,4336000,None,None,None,None,None,None,2720000,None,None,79975000
2006-09-30,USD,78475000,None,None,None,None,30199000,206332000,None,-1723000,None,-144590000,-14133000,None,None,None,None,4752000,4752000,None,None,None,None,None,None,-14460000,None,None,98496000
2006-12-31,USD,137818000,None,None,None,None,30151000,187484000,None,-257000,None,-101868000,3285000,None,None,None,None,4655000,4655000,None,None,None,None,-17621000,None,1835000,None,None,110786000
2007-03-31,USD,108047000,None,None,None,None,32952000,246416000,None,397000,None,-203889000,111894000,None,None,None,None,4656000,4656000,None,None,None,None,None,None,-36627000,None,None,106861000
2007-06-30,USD,139534000,None,None,None,None,38125000,247249000,None,-2373000,None,-205858000,47746000,None,None,None,None,4660000,4660000,None,None,None,None,None,None,-46381000,None,None,115204000
2007-09-30,USD,175668000,None,None,None,None,44814000,213065000,None,-747000,None,-186955000,29940000,None,None,None,None,4667000,4667000,None,None,None,None,17621000,None,-26513000,None,None,116410000
2007-12-31,USD,110891000,None,None,None,None,43984000,149844000,None,-102000,None,-139958000,37359000,None,None,None,None,4668000,4668000,None,None,None,None,None,None,2059000,None,None,107830000
2008-03-31,USD,152364000,None,None,None,None,51872000,171867000,None,-4252000,None,-161816000,2681000,None,None,None,None,4686000,4686000,None,None,None,None,None,None,-12365000,None,None,102054000
2008-06-30,USD,180333000,None,None,None,None,51210000,187307000,None,1619000,None,-173758000,1707000,None,None,None,None,4706000,4706000,None,None,None,None,None,None,-26948000,None,None,125369000
2008-09-30,USD,167240000,None,None,None,None,63700000,196617000,None,-1218000,None,-179803000,35058000,None,None,None,None,5273000,5273000,None,None,None,None,None,None,-22915000,None,None,126485000
2008-12-31,USD,254579000,None,None,None,None,54772000,250381000,None,-8896000,None,-248709000,10641000,None,None,None,None,5273000,5273000,None,None,None,None,None,None,2200000,None,None,145275000
2009-03-31,USD,235909000,None,None,None,None,57113000,275503000,None,319000,None,-285081000,37526000,None,None,None,None,5275000,5275000,None,None,None,None,None,None,-1657000,None,None,103738000
2009-06-30,USD,220055000,None,None,None,None,61043000,212527000,None,-4010000,None,-209890000,5162000,None,None,None,None,5281000,5281000,None,None,None,None,0,None,2054000,None,None,53044000
2009-09-30,USD,186776000,None,None,None,None,63509000,142342000,None,962000,None,-140349000,-46646000,None,None,None,None,5282000,5282000,None,None,None,None,648908000,None,2056000,None,None,51488000
2009-12-31,USD,120150000,None,None,None,None,62803000,64754000,-23721000,-1647000,None,-62284000,-46299000,None,None,None,None,5287000,5287000,None,None,None,None,-623000,None,7008000,11567000,None,63235000
2010-03-31,USD,85782000,None,None,None,None,65795000,77983000,-18139000,466000,None,-64003000,-49120000,None,None,None,None,5300000,5300000,None,None,None,None,932000,None,2917000,-27341000,None,46747000
2010-06-30,USD,127105000,None,None,None,None,60820000,77463000,-59195000,-2780000,None,-75171000,-54585000,None,None,None,None,5304000,5304000,None,None,None,None,-700000,None,2949000,-2651000,None,92808000
