fiscalDateEnding,reportedEPS
1998-08-31,0.995
1999-08-31,0.5987
2000-08-31,0.97
2001-08-31,1.146
2002-08-31,1.08
2003-08-31,1.4709
2004-08-31,1.86
2005-08-31,1.49
2006-08-31,1.69
2007-08-31,2.4722
2008-08-31,2.18
2009-08-31,2.02
2010-08-31,2.23
2011-08-31,2.52
2012-08-31,3.07
2013-08-31,3.39
2014-08-31,3.59
2015-08-31,4.1
2016-08-31,4.1
2017-08-31,4.65
2018-08-31,7.1179
2019-08-31,8.2368
2020-08-31,6.66
2021-08-31,8.95
2022-08-31,10.35
2023-08-31,10.89
2024-08-31,16.36
2025-08-31,18.47
2026-02-28,9.08
