fiscalDateEnding,reportedEPS
1996-12-31,0.04
1997-12-31,0.05
1998-12-31,0.08
1999-12-31,0.03
2000-12-31,0.04
2001-12-31,-0.057
2002-12-31,0.11
2003-12-31,0.24
2004-12-31,0.25
2005-12-31,0.3
2006-12-31,0.35
2007-12-31,0.46
2008-12-31,0.57
2009-12-31,0.63
2010-12-31,0.66
2011-12-31,0.63
2012-12-31,0.7
2013-12-31,0.91
2014-12-31,0.91
2015-12-31,0.93
2016-12-31,0.91
2017-12-31,0.89
2018-12-31,0.94
2019-12-31,0.97
2020-12-31,1.31
2021-12-31,1.23
2022-12-31,1.28
2023-12-31,1.2
2024-12-31,1.28
2025-12-31,1.1
2026-03-31,0
