fiscalDateEnding,reportedEPS
1998-04-30,0.0413
1999-04-30,0.1439
2000-04-30,0.148
2001-04-30,0.1658
2002-04-30,0.1812
2003-04-30,0.192
2004-04-30,0.2052
2005-04-30,0.1839
2006-04-30,0.2428
2007-04-30,0.2663
2008-04-30,0.2437
2009-04-30,0.2679
2010-04-30,0.3549
2011-04-30,0.4394
2012-04-30,0.4736
2013-04-30,0.5032
2014-04-30,0.4609
2015-04-30,0.5271
2016-04-30,0.6518
2017-04-30,1.98
2018-04-30,3.19
2019-04-30,3
2020-04-30,2.78
2021-04-30,2.395
2022-04-30,1.697
2023-04-30,1.53
2024-04-30,1.89
2025-04-30,2
2026-01-31,1.54
