fiscalDateEnding,reportedEPS
1996-12-31,0.7
1997-12-31,0.9
1998-12-31,1.21
1999-12-31,0.23
2000-12-31,0.47
2001-12-31,0.83
2002-12-31,0.65
2003-12-31,0.49
2004-12-31,0.7
2005-12-31,0.82
2006-12-31,1.08
2007-12-31,1.35
2008-12-31,0.05
2009-12-31,-0.06
2010-12-31,0.2
2011-12-31,0.52
2012-12-31,0.77
2013-12-31,0.86
2014-12-31,0.94
2015-12-31,1.09
2016-12-31,1.21
2017-12-31,1.4
2018-12-31,1.86
2019-12-31,2.19
2020-12-31,2.79
2021-12-31,3.31
2022-12-31,4.27
2023-12-31,5.15
2024-12-31,5.97
2025-12-31,7.14
2026-03-31,0
