fiscalDateEnding,reportedEPS
1996-12-31,1.26
1997-12-31,1.47
1998-12-31,0.5999
1999-12-31,1.0791
2000-12-31,1.79
2001-12-31,-0.32
2002-12-31,-0.05
2003-12-31,-0.13
2004-12-31,0.77
2005-12-31,1.5
2006-12-31,0.77
2007-12-31,0.35
2008-12-31,-0.2384
2009-12-31,-1.213
2010-12-31,1.03
2011-12-31,0.65
2012-12-31,-0.53
2013-12-31,-0.85
2014-12-31,1.02
2015-12-31,0.56
2016-12-31,0.66
2017-12-31,1.54
2018-12-31,1.54
2019-12-31,0.1
2020-12-31,0.7537
2021-12-31,3.2
2022-12-31,2.91
2023-12-31,1.62
2024-12-31,-0.23
2025-12-31,-0.21
2026-03-31,0.01
