fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-03-31,USD,20683000,58251000,37568000,37568000,3837000,8600000,7777000,16846000,None,None,None,1386000,None,None,None,1515000,5223000,1800000,None,0,None,3837000,5352000,3423000
2006-06-30,USD,21745000,61942000,40197000,40197000,6288000,8700000,9689000,15457000,None,None,None,4148000,None,None,None,1786000,7945000,2753000,None,0,None,4502000,6288000,4720000
2006-09-30,USD,26657000,74787000,48130000,48130000,4692000,10698000,11267000,21965000,None,None,None,1463000,None,None,None,1559000,6456000,1958000,None,0,None,3133000,4692000,4197000
2006-12-31,USD,24299000,76607000,52308000,52308000,4682000,9100000,10512000,19617000,None,None,None,1861000,None,None,None,1619000,6553000,1202000,None,0,None,4682000,6301000,5341000
2007-03-31,USD,19665000,53368000,33703000,33703000,568000,8815000,10282000,19097000,None,None,None,2037000,None,None,None,1616000,2630000,914000,None,0,None,-1048000,568000,1691000
2007-06-30,USD,19304000,66407000,47103000,47103000,1131000,8732000,9441000,18173000,None,None,None,2100000,None,None,None,1867000,3249000,1209000,None,0,None,-736000,1131000,2022000
2007-09-30,USD,20605000,64490000,43885000,43885000,1169000,9900000,9575000,19436000,None,None,None,2106000,None,None,None,2158000,3275000,1040000,None,0,None,-989000,1169000,2235000
2007-12-31,USD,19238000,57124000,37886000,37886000,1420000,8800000,9038000,17818000,None,None,None,2114000,None,None,None,1798000,3534000,1504000,None,0,None,1420000,3218000,2030000
2008-03-31,USD,20807000,58409000,37602000,37602000,1815000,9000000,10001000,18992000,None,None,None,1448000,None,None,None,1813000,3263000,1311000,None,0,None,2000,1815000,1952000
2008-06-30,USD,18440000,51833000,33393000,33393000,-969000,9000000,10441000,19409000,None,None,None,1443000,None,None,None,1729000,474000,300000,None,0,None,-969000,760000,174000
2008-09-30,USD,17558000,48016000,30458000,30458000,-1275000,9700000,9140000,18833000,None,None,None,1391000,None,None,None,1544000,116000,79000,None,0,None,-1275000,269000,37000
2008-12-31,USD,8163000,41401000,33238000,33238000,-11876000,9000000,8502000,17462000,None,None,None,1376000,None,None,None,1857000,-10675000,-3069000,None,0,None,-13336000,-11479000,-7606000
2009-03-31,USD,7395000,36582000,29187000,29187000,-9615000,9000000,7965000,17010000,None,None,None,483000,None,None,None,2640000,-9132000,-2870000,None,0,None,-9615000,-6975000,-6262000
2009-06-30,USD,12328000,38424000,26096000,26096000,-4100000,8700000,7773000,16428000,None,None,None,343000,None,None,None,3004000,-3757000,18848000,None,0,None,-4100000,-1096000,-22605000
2009-09-30,USD,16217000,44062000,27845000,27845000,-798000,8700000,8284000,17015000,None,None,None,302000,None,None,None,2882000,-496000,-425000,None,0,None,-798000,2084000,-71000
2009-12-31,USD,16448000,52193000,35745000,35745000,-582000,9100000,7942000,17030000,None,None,None,172000,None,None,None,2503000,-410000,-1180000,None,0,None,-582000,1921000,770000
2010-03-31,USD,19999000,64830000,44831000,44831000,1471000,9900000,8649000,18528000,None,None,None,174000,None,None,None,2766000,1645000,738000,None,0,None,-1295000,1471000,907000
2010-06-30,USD,27428000,74869000,47441000,47441000,8927000,9500000,9012000,18501000,None,None,None,138000,None,None,None,2809000,9065000,2367000,None,0,None,6118000,8927000,6698000
2010-09-30,USD,30077000,86066000,55989000,55989000,8781000,12500000,8799000,21296000,None,None,None,127000,None,None,None,2561000,8908000,1297000,None,0,None,6220000,8781000,7611000
2010-12-31,USD,32491000,96902000,64411000,64411000,10498000,12300000,9741000,21993000,None,None,None,122000,None,None,None,2852000,10620000,1192000,None,0,None,10498000,13350000,9428000
2011-03-31,USD,28815000,89700000,60885000,60885000,7642000,12100000,9083000,21173000,None,None,None,110000,None,None,None,2769000,7752000,1178000,None,0,None,4873000,7642000,6574000
2011-06-30,USD,26547000,80896000,54349000,54349000,5829000,11400000,9284000,20718000,None,None,None,116000,None,116000,None,2444000,5945000,895000,None,5050000,None,3385000,5829000,5050000
2011-09-30,USD,23355000,71813000,48458000,48458000,2660000,11900000,8824000,20695000,None,None,None,114000,None,114000,None,2383000,2774000,-602000,None,3376000,None,277000,2660000,3376000
2011-12-31,USD,21412000,66559000,45147000,45147000,1205000,11168000,9039000,20207000,None,None,None,102000,None,None,None,2471000,1307000,588000,None,0,None,1205000,3676000,719000
2012-03-31,USD,15539000,53296000,37757000,37757000,-3707000,10876000,8370000,19246000,None,None,None,92000,None,92000,None,2442000,-3615000,-391000,None,-3224000,None,-3707000,-1265000,-3224000
2012-06-30,USD,17664000,59404000,41740000,41740000,-2065000,11041000,8688000,19729000,None,None,None,89000,None,89000,None,2434000,-1976000,133000,None,-2109000,None,-2065000,369000,-2109000
